Date,0-17,18-44,45-64,65-74,75+,All ages
2020-03-30,4.97995999039373,27.8364257231347,64.2494727749547,62.221255925323,62.3428858722976,37.1603005590833
2020-03-31,2.72160604126169,23.5927062365588,55.640724341066,56.4997611275922,68.7417158005393,32.8263212564539
2020-04-01,2.37416697216445,19.2006049497529,48.6369968016311,59.0744337865711,61.0631198866493,28.9924164887433
2020-04-02,2.89532557581031,17.9245214677755,43.0437421694435,49.9200421102017,54.2986425339367,26.015782352322
2020-04-03,2.25835394913204,16.3219980252922,40.7091663229652,48.6327057807123,58.1379404908817,24.8132221612078
2020-04-04,2.02672790306721,13.4137147407856,35.3104596779842,39.0492019945131,51.0078157136981,21.0150370031343
2020-04-05,2.54788650671307,12.0189258186243,33.8513497739352,40.1935009540593,48.4482837424014,20.1339532987536
2020-04-06,2.43207348368066,14.4820637024411,36.6236585916282,49.3478926304286,64.9024178435943,23.6106619700936
2020-04-07,2.43207348368066,12.1673076188542,33.5108907963238,46.7732199714497,57.9551167786462,21.253167734048
2020-04-08,1.50556929942136,11.4847513377965,33.219068815514,41.9099493933785,52.2875816993464,19.9553552505683
2020-04-09,1.50556929942136,9.82287517522132,26.3126152696824,37.6188282950804,51.5562868504045,17.1811322354237
2020-04-10,1.8530083685186,9.0216134539797,23.3943954615846,35.6163051158746,47.534165181224,15.7880674595785
2020-04-11,1.27394325335653,7.03329733089865,19.6979837046606,28.1783618788245,39.1242744183921,12.7995267866115
2020-04-12,1.73719534548618,6.41009376993295,17.5579558453888,25.6036892198456,31.9941496412085,11.4421816204034
2020-04-13,1.27394325335653,7.9829408523702,19.114339743041,28.3213992487677,38.5758032816856,13.0138444444339
2020-04-14,1.15813023032412,7.27070821126654,18.0929628102068,26.3188760695619,40.2212166918049,12.3947045440582
2020-04-15,1.10022371880792,6.26171196970302,16.3906679221497,20.7404186417744,35.4678001736825,10.7873221103907
2020-04-16,1.21603674184033,5.43077388841541,13.7642700948616,19.8821944221147,29.9830888066182,9.40616387109126
2020-04-17,0.984410695775504,5.6681847687833,15.3206539925138,19.8821944221147,29.0689702454408,9.7752665040075
2020-04-18,0.868597672743092,4.8372466874957,11.7215162291931,17.4505591330791,19.7449609214315,7.72734221814966
2020-04-19,1.04231720729171,3.79857408588619,9.58148836992133,13.3024754047242,19.7449609214315,6.47715588085272
2020-04-20,1.27394325335653,4.18436676648401,11.8187902227964,17.3075217631358,25.0468485762603,7.90594026633493
2020-04-21,1.10022371880792,4.09533768634605,9.58148836992133,16.3062601735329,24.3155537273184,7.15582846395677
2020-04-22,1.27394325335653,3.82825044593218,10.2137693283425,13.0164006648377,17.3682526623703,6.51287549048977
2020-04-23,0.75278464971068,3.62051592561028,7.9764674754675,11.2999522255184,17.3682526623703,5.63179178610907
2020-04-24,0.984410695775504,3.08634144478253,7.68464549465771,11.2999522255184,19.7449609214315,5.54844603028928
2020-04-25,0.926504184259298,3.20504688496647,6.32280958421204,8.58224219659628,13.3461309931898,4.60782964318015
2020-04-26,1.10022371880792,2.5224906039088,5.30143265137779,7.86705534687993,10.6037753096577,3.88153091389336
2020-04-27,1.44766278790515,3.11601780482852,7.24691252344303,10.012615896029,15.5400155400155,5.16743686082735
2020-04-28,1.27394325335653,3.02698872469056,6.61463156502183,8.86831693648283,14.4430732666027,4.77452115481974
2020-04-29,0.926504184259298,2.55216696395478,6.71190555862509,7.72401797693666,11.883541295306,4.27444661990097
2020-04-30,1.10022371880792,2.22572700344894,4.66915169295658,7.29490586710684,8.59271447506742,3.42908252515732
2020-05-01,1.21603674184033,2.34443244363288,4.96097367376637,7.86705534687993,11.1522464463641,3.78627862152788
2020-05-02,0.984410695775504,2.107021563265,3.64777476012233,5.72149479773086,9.14118561177385,3.01235374605834
2020-05-03,1.38975627638895,1.81025796280514,3.93959674093212,4.57719583818468,8.59271447506742,2.91710145369286
2020-05-04,1.15813023032412,2.87860692446063,5.49598063858431,8.86831693648283,10.6037753096577,4.1672877909898
2020-05-05,1.38975627638895,2.5224906039088,3.16140479210602,4.86327057807123,9.5068330362448,3.09569950187814
2020-05-06,2.25835394913204,2.34443244363288,3.84232274732886,7.72401797693666,9.87248046071575,3.63149364643397
2020-05-07,1.21603674184033,2.04766884317302,3.40458977611418,5.72149479773086,8.59271447506742,2.94091452678423
2020-05-08,1.79510185700239,2.07734520321901,3.69641175692396,5.72149479773086,7.1301247771836,3.0480733556954
2020-05-09,1.56347581093757,1.72122888266718,2.38321284327992,3.86200898846833,6.03318250377074,2.30986808986292
2020-05-10,1.79510185700239,1.45414164225331,2.48048683688319,3.43289687863851,6.21600621600622,2.25033540713449
2020-05-11,2.02672790306721,2.04766884317302,4.28005571854354,3.43289687863851,7.67859591389003,3.07188642878677
2020-05-12,2.08463441458342,1.60252344248324,1.84820587846198,4.43415846824141,4.93624023035788,2.21461579749744
2020-05-13,2.02672790306721,1.92896340298908,3.25867878570928,4.86327057807123,6.58165364047717,2.82184916132738
2020-05-14,1.96882139155101,2.16637428335697,3.45322677291581,5.57845742778758,6.94730106494812,3.03616681914971
2020-05-15,1.67928883396998,1.81025796280514,3.30731578251091,5.29238268790104,8.04424333836099,2.84566223441875
2020-05-16,2.08463441458342,1.24640712193141,2.48048683688319,3.71897161852506,4.38776909365145,2.13127004167764
2020-05-17,1.56347581093757,1.12770168174746,2.43184984008155,3.71897161852506,5.66753507929978,2.04792428585784
2020-05-18,1.79510185700239,1.33543620206936,3.30731578251091,3.28985950869524,6.21600621600622,2.39321384568271
2020-05-19,2.43207348368066,1.51349436234528,2.28593884967666,2.86074739886543,4.7534165181224,2.21461579749744
2020-05-20,1.8530083685186,1.48381800229929,2.8209458144946,2.57467265897888,5.85035879153526,2.26224194368018
2020-05-21,2.14254092609963,1.39478892216134,2.33457584647829,3.86200898846833,5.48471136706431,2.25033540713449
2020-05-22,1.33184976487274,0.949643521471548,2.91821980809787,2.14556054914907,5.85035879153526,1.92885892040099
2020-05-23,2.14254092609963,1.27608348197739,2.09139086247014,2.86074739886543,4.93624023035788,2.02411121276647
2020-05-24,1.8530083685186,1.15737804179345,1.89684287526361,2.14556054914907,3.65647424470954,1.72644779912435
2020-05-25,2.02672790306721,1.27608348197739,2.28593884967666,4.14808372835487,3.47365053247406,2.05983082240353
2020-05-26,1.9109148800348,1.36511256211535,1.84820587846198,3.86200898846833,5.30188765482883,2.05983082240353
2020-05-27,1.27394325335653,1.33543620206936,1.79956888166035,4.14808372835487,4.20494538141597,1.85741970112688
2020-05-28,1.33184976487274,1.45414164225331,2.48048683688319,2.43163528903561,4.93624023035788,1.98839160312942
