"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2020","AQS","220710021","1","38.4","ppb","36","I-610","22","92.0000","42602","Nitrogen dioxide (NO2)","35380","New Orleans-Metairie, LA","22","Louisiana","071","Orleans","29.996013","-90.11819"
"01/02/2020","AQS","220710021","1","14.9","ppb","13","I-610","24","100.0000","42602","Nitrogen dioxide (NO2)","35380","New Orleans-Metairie, LA","22","Louisiana","071","Orleans","29.996013","-90.11819"
"01/03/2020","AQS","220710021","1","21.5","ppb","20","I-610","24","100.0000","42602","Nitrogen dioxide (NO2)","35380","New Orleans-Metairie, LA","22","Louisiana","071","Orleans","29.996013","-90.11819"
"01/04/2020","AQS","220710021","1","27.3","ppb","25","I-610","24","100.0000","42602","Nitrogen dioxide (NO2)","35380","New Orleans-Metairie, LA","22","Louisiana","071","Orleans","29.996013","-90.11819"
"01/05/2020","AQS","220710021","1","25.8","ppb","24","I-610","20","83.0000","42602","Nitrogen dioxide (NO2)","35380","New Orleans-Metairie, LA","22","Louisiana","071","Orleans","29.996013","-90.11819"
"01/06/2020","AQS","220710021","1","35.1","ppb","33","I-610","24","100.0000","42602","Nitrogen dioxide (NO2)","35380","New Orleans-Metairie, LA","22","Louisiana","071","Orleans","29.996013","-90.11819"
"01/07/2020","AQS","220710021","1","20.3","ppb","19","I-610","24","100.0000","42602","Nitrogen dioxide (NO2)","35380","New Orleans-Metairie, LA","22","Louisiana","071","Orleans","29.996013","-90.11819"
"01/08/2020","AQS","220710021","1","23","ppb","22","I-610","22","92.0000","42602","Nitrogen dioxide (NO2)","35380","New Orleans-Metairie, LA","22","Louisiana","071","Orleans","29.996013","-90.11819"
"01/09/2020","AQS","220710021","1","25.9","ppb","24","I-610","24","100.0000","42602","Nitrogen dioxide (NO2)","35380","New Orleans-Metairie, LA","22","Louisiana","071","Orleans","29.996013","-90.11819"
"01/10/2020","AQS","220710021","1","23.3","ppb","22","I-610","24","100.0000","42602","Nitrogen dioxide (NO2)","35380","New Orleans-Metairie, LA","22","Louisiana","071","Orleans","29.996013","-90.11819"
"01/11/2020","AQS","220710021","1","31.9","ppb","29","I-610","24","100.0000","42602","Nitrogen dioxide (NO2)","35380","New Orleans-Metairie, LA","22","Louisiana","071","Orleans","29.996013","-90.11819"
"01/12/2020","AQS","220710021","1","10","ppb","9","I-610","21","88.0000","42602","Nitrogen dioxide (NO2)","35380","New Orleans-Metairie, LA","22","Louisiana","071","Orleans","29.996013","-90.11819"
"01/13/2020","AQS","220710021","1","16","ppb","15","I-610","24","100.0000","42602","Nitrogen dioxide (NO2)","35380","New Orleans-Metairie, LA","22","Louisiana","071","Orleans","29.996013","-90.11819"
"01/14/2020","AQS","220710021","1","21.1","ppb","20","I-610","24","100.0000","42602","Nitrogen dioxide (NO2)","35380","New Orleans-Metairie, LA","22","Louisiana","071","Orleans","29.996013","-90.11819"
"01/15/2020","AQS","220710021","1","22.2","ppb","21","I-610","22","92.0000","42602","Nitrogen dioxide (NO2)","35380","New Orleans-Metairie, LA","22","Louisiana","071","Orleans","29.996013","-90.11819"
