M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56
0,275.86,0,12.9,5.5,98.9441,0,0,0,0,0,0,0,0,0,0,0,13775,1753,318,43573,0,0,0,88461,0,1,0,13842,12478,762,77,225,0,3,79,218,12658,762,77,225,0,11,109,13842,2318,1423,1364,1227,13842,13624,5792,1718,2511499051.16797,264170.583367033,38
2.20034742327736,528.31,11.6245988748612,11.3,3,108.8895,9.59214501510574,76,12081,9905,13378,19669,27840,1796,2018,157,40,653786,72623,10654,61675,55608,5334,0,494252,82873,34,4,643140,475966,59543,1482,19213,127,728,18902,67179,513126,62203,2649,19311,222,21205,24424,643140,132001,89032,99360,35364,643140,575961,239874,47509,4229994589.18359,265655.127086517,3454
2.94117647058824,65.37,1.92255931095474,15.2,3.6,96.5449,5.37609238451935,1,595,427,743,1048,1560,46,46,0,0,52014,6350,526,52532,12816,689,0,165521,4373,1,0,52591,36556,6064,467,1379,80,85,2191,5769,39219,6480,535,1447,160,2042,2708,52591,9884,13707,9462,1765,52591,46822,15165,2608,2290819084.12891,195500.79641563,34
0,127.43,0,17.3,3.5,85.3591,1.91174127768042,0,298,236,474,670,660,20,20,6,2,13341,2271,205,40199,6277,120,0,115596,2338,0,0,13389,8653,2761,14,34,14,22,260,1631,8964,2761,27,34,14,1305,284,13389,2873,1648,1534,1008,13389,11758,4996,1330,2255007991.85938,289009.320158836,17
1.78571428571429,216.84,3.87221684414327,24.9,5.8,74.1874,1.65844491425887,1,355,476,723,1220,1223,25,25,4,0,25825,5907,554,38849,21285,353,0,409630,3997,0,0,26297,15976,8804,198,84,0,14,579,642,16395,8804,198,84,0,215,601,26297,4936,3429,3613,1554,26297,25655,10322,2443,2000815647.51953,337408.550480329,56
0.33112582781457,5550.96,18.3806635419539,10.4,2.3,93.408,1.17837338262477,2,186,213,255,254,428,25,25,4,0,10881,1120,129,55787,12984,153,0,90421,1336,0,0,10760,5342,374,6,64,22,0,60,4892,9349,374,166,64,22,501,284,10760,2740,1400,1350,654,10760,5868,3934,682,1928472671.69922,177129.227316421,604
9.83606557377049,237.05,23.3163642016088,7,2.7,112.6256,5.62333360265008,6,259,285,470,827,1618,39,39,4,2,25733,1783,440,81033,24754,1392,0,159420,3459,2,0,24874,22270,193,116,259,5,95,196,1740,23601,193,150,259,5,416,250,24874,3614,2949,3887,1014,24874,23134,10965,2445,10611595090.4492,527682.260846242,61
1.89873417721519,64.13,1.21770543705478,7,2.9,126.7055,5.37609238451935,3,3911,3872,5124,8355,11087,769,709,43,15,246365,17153,3904,68943,12816,689,0,165521,32349,9,1,239164,195208,14075,1017,5043,365,126,7316,16014,204916,14425,1301,5141,417,3687,9277,239164,48878,29325,34163,12907,239164,223150,94449,19442,1770178449.98828,196377.76953021,158
0,23.57,0,18.9,5.9,73.2577,0,0,0,0,0,0,0,0,0,0,0,8484,1575,186,39502,0,0,0,364156,0,0,0,8557,7428,13,898,0,1,0,88,129,7514,13,898,0,1,43,88,8557,1425,1090,777,853,8557,8428,3275,1137,1177007736.82813,172320.497952213,2
2,89.41,1.78820499982118,6.4,3.4,117.8092,4.19337606837607,1,936,886,1311,1994,2756,61,55,10,2,55922,3508,997,82814,22464,942,0,216532,7883,1,0,54727,51232,693,250,552,16,3,835,1146,52149,699,254,552,16,153,904,54727,10279,6646,6560,3133,54727,53581,23359,4750,2332798302.67969,241057.149268297,50
0,46.85,0,17.8,4.2,88.1938,0,0,0,0,0,0,0,0,0,0,0,10673,1856,177,41534,0,0,0,115596,0,0,0,10808,9458,355,75,45,0,0,172,703,9740,355,75,54,0,390,194,10808,1940,1292,1173,931,10808,10105,4226,1246,2327263833.67969,267810.287431854,5
16.6666666666667,40.65,6.77529726616755,12.9,5.1,69.2098,4.19337606837607,2,569,871,1405,1916,2441,5,5,1,0,29519,3771,731,48651,22464,942,0,216532,7202,1,0,29022,24096,122,3256,178,13,1,735,621,24519,125,3364,183,13,49,769,29022,5163,2775,2632,2845,29022,28401,11250,4357,13412117369.2188,672896.006296309,12
0,198.48,0,13.4,3,81.6724,1.17837338262477,0,117,154,126,166,233,14,14,2,0,3023,398,44,48778,12984,153,0,90421,796,0,0,3006,2881,11,0,4,4,0,39,67,2946,11,0,4,4,2,39,3006,463,302,262,397,3006,2939,1183,399,2558437165.13672,202306.542888587,6
8.35913312693498,423.05,35.3629945907716,5.6,3,132.4917,6.25828529148812,27,1075,1304,2036,3148,3958,73,73,26,4,76351,4236,1206,73831,32437,2030,0,235333,11521,2,0,73830,68493,1549,66,601,18,75,1354,1674,70053,1549,80,603,18,173,1354,73830,14119,9281,8500,4415,73830,72156,30409,7106,1350073625.93359,155020.03566818,323
0,268.23,0,15.6,5.4,70.2646,5.36606880329315,0,267,220,392,537,687,69,28,5,1,19759,3046,511,52012,20406,1095,0,332791,2103,0,0,19452,6711,65,79,182,0,0,169,12246,13481,150,715,199,0,4571,336,19452,5839,2937,2467,879,19452,7206,6106,1224,10735191598.8281,484753.971898589,53
1.33333333333333,203.93,2.71901680352385,11.3,2.7,87.7603,0,1,0,0,0,0,0,0,0,0,0,36778,4140,539,63714,0,0,0,277491,0,2,0,35380,27338,5207,83,252,0,260,1254,986,27851,5237,83,252,0,700,1257,35380,6116,3564,4188,2431,35380,34394,14828,4253,2132839881.97656,221128.830609563,75
5.55555555555556,106.51,5.91708973858298,15.5,4.9,78.8277,7.15771442554753,5,2179,2026,2714,3956,4737,166,134,12,2,84501,12356,1906,47999,73557,5265,0,419407,15612,1,0,85755,80563,1816,196,839,7,78,1149,1107,81170,1938,210,839,15,241,1342,85755,12734,17348,8839,6919,85755,84648,31222,8693,3757996430.21094,293996.135820068,90
5.05050505050505,200.32,10.1171566742883,11.1,2.5,100.348,5.56127703398558,5,926,815,1133,1963,2480,70,53,9,3,49421,5398,697,61129,971,54,0,30999,7317,0,0,49025,46050,292,254,174,0,233,1280,742,46562,292,300,174,0,397,1300,49025,9097,5849,6133,2874,49025,48283,20629,4443,3567490124.22656,261994.219438123,99
4.86725663716814,738.42,35.9406652290401,26,5.4,62.5636,4.386708086228,11,583,660,1098,1513,2249,25,25,4,2,30606,7726,668,32814,10623,466,0,175683,6103,5,0,31794,9921,20476,89,186,0,58,337,727,10164,20564,100,186,0,354,426,31794,5542,3906,3789,2341,31794,31067,12454,3762,3509470055.16211,297813.319424832,226
0,11.47,0,17.1,2.7,79.5107,1.17837338262477,0,262,221,329,408,357,25,25,4,1,8716,1360,135,47487,12984,153,0,90421,1577,0,0,8896,7573,142,400,51,0,10,271,449,7938,172,410,51,0,38,287,8896,1328,2191,934,812,8896,8447,2866,765,6727161862.34375,333027.569297617,1
1.25,336.21,4.2025635637739,21.3,3.8,79.1704,3.63647704590818,3,1039,1308,2225,3017,4030,134,97,12,3,71385,14975,1150,39491,16032,583,0,195794,11619,6,0,71200,57441,979,910,140,99,11,1400,10220,60972,1004,934,140,621,5899,1630,71200,14318,9006,8592,4572,71200,60980,27665,7047,2973951280.37109,272367.593350527,240
0,148.94,0,10.7,2.4,140.1009,2.70062519216972,0,237,294,269,431,612,34,30,5,2,18128,1922,225,84946,58542,1581,0,855674,1843,0,0,17818,7215,321,0,63,21,0,219,9979,16464,353,0,63,21,698,219,17818,4634,2574,2680,800,17818,7839,6087,1043,5458361877.12891,304869.851757621,27
0,132.65,0,9.3,3.6,99.7988,2.2925411688731,0,503,503,645,941,1508,44,44,5,2,25631,2337,503,58033,9291,213,0,84488,4100,0,0,25563,23263,271,111,73,0,67,716,1062,23768,271,143,73,4,497,807,25563,5166,3394,2922,1651,25563,24501,9981,2449,2446790760.59375,199754.825065499,34
0.380228136882129,92.6,0.35210027815922,12.7,2.9,93.8551,3.85452746165265,1,6412,6396,8903,12509,18538,780,501,63,13,284010,34200,4151,70626,101050,3895,0,1736894,52758,0,0,281455,194574,4912,1363,9924,258,244,7178,63002,242078,5265,1900,10234,258,11581,10139,281455,41862,52032,32771,21711,281455,218453,102032,31047,12967329491.3281,753638.994419869,263
0,0,0,13.7,2.5,86.8538,3.53430353430353,0,55,61,81,80,58,25,25,4,0,1238,167,17,47985,481,17,0,35643,335,0,0,1318,1282,0,7,0,0,0,26,3,1285,0,7,0,0,0,26,1318,233,100,152,197,1318,1315,498,138,17661162849.6797,583755.46960824,0
0,41.86,0,15.5,4.6,82.544,0,0,0,0,0,0,0,0,0,0,0,7166,1093,150,41428,0,0,0,182101,0,2,0,7100,6803,76,20,0,0,0,80,121,6854,90,20,0,0,48,88,7100,1384,888,754,484,7100,6979,2894,696,829979288.914063,170381.438340133,3
0,0,0,14.6,2.4,80.805,1.17837338262477,0,89,35,64,77,102,24,24,4,0,1360,194,22,48260,12984,153,0,90421,367,0,0,1350,1315,10,0,0,0,0,8,17,1324,10,0,0,0,8,8,1350,195,169,112,188,1350,1333,507,179,4813535304.25391,309682.178471087,0
9.33660933660934,873.73,81.5765746425658,24.6,5.7,76.7373,7.07327843728083,38,630,1079,1336,2105,2821,117,61,13,4,46582,11028,968,36850,38497,2723,0,347647,7971,7,1,46457,30469,13951,139,61,6,23,786,1022,31134,13987,139,69,6,322,800,46457,9180,5829,5574,3045,46457,45435,17903,4926,2382754589.79688,257346.439257715,407
0.920245398773006,478.46,4.40299109861966,8.5,2.6,114.7909,0,6,0,0,0,0,0,0,0,0,0,136271,11343,1873,69600,0,0,0,855674,0,4,0,132475,96014,3726,410,2162,64,72,2349,27678,118502,3903,570,2162,73,2932,4333,132475,26567,18957,19349,7894,132475,104797,48688,11020,3565702735.45313,239048.851859477,652
6.66666666666667,103.28,6.88562969083523,11.5,3.9,85.8534,7.15771442554753,1,287,382,591,795,937,21,21,4,1,14523,1645,311,52277,73557,5265,0,419407,2992,0,0,14506,13954,297,36,29,0,0,114,76,13980,309,36,43,0,14,124,14506,2390,1650,1560,1260,14506,14430,5914,1732,1932371311.51563,198987.432296662,15
6.45161290322581,471.11,30.3939819915657,21.4,4.9,81.2529,4.40674231574309,8,476,438,835,1241,1406,75,75,6,3,26321,5431,540,40780,9077,400,0,182101,4396,0,0,26178,24907,273,106,61,0,114,343,374,25076,273,106,61,0,312,350,26178,5140,3228,3036,1749,26178,25804,10378,2647,2104507802.91016,334362.61572071,124
4.43959243085881,769.53,34.164099691963,13.8,4.1,83.9812,3.78188214599824,61,2810,3359,5471,7265,9556,404,414,29,12,178550,23966,3239,54980,9096,344,0,55421,28461,6,4,174822,108687,42782,982,3470,46,465,6210,12180,115960,44292,1143,3509,59,2363,7496,174822,33811,24954,23406,11640,174822,162642,64190,16821,2574656744.4375,244791.474883952,1374
2.89608177172061,302.33,8.75566543057272,20.1,5.1,79.5238,4.33039114655675,17,3251,3152,4063,5903,8343,1167,794,69,29,194160,37759,4029,46628,44638,1933,0,440756,24712,19,0,196670,80045,88840,777,4783,329,635,6403,14858,86552,90001,811,4817,329,5471,8689,196670,41168,28092,32052,10466,196670,181812,70646,14246,808228687.679688,152582.881036992,587
0,0,0,12,3.4,89.6539,0,0,0,0,0,0,0,0,0,0,0,1034,121,16,49532,0,0,0,35643,0,0,0,1175,1118,0,4,4,0,0,0,49,1167,0,4,4,0,0,0,1175,285,83,127,110,1175,1126,434,136,4944911551.97266,402309.662707211,0
10.0840336134454,80.44,8.11199967552001,15.2,5.2,74.9662,4.40589732872288,12,6259,6390,10642,12850,15217,332,332,40,14,147929,22082,2485,41556,52634,2319,0,934526,51358,0,0,143087,126367,3894,440,2415,5,118,1975,7873,132656,4183,449,2497,5,940,2357,143087,17339,12103,11280,23291,143087,135214,51007,28067,2126516043.67383,767267.352475129,119
2.17391304347826,167.1,3.6326649229875,16,3.2,79.2321,2.70062519216972,5,2660,2879,3306,4808,5502,977,733,71,23,137640,21301,2072,48040,58542,1581,0,855674,19155,0,0,136348,87125,10287,722,2909,75,289,2072,32869,103990,10658,1177,3045,79,13800,3599,136348,28502,24787,19990,8845,136348,103479,43914,10310,3342343515.80078,231337.983103422,230
1.88679245283019,156.24,2.94783076503578,4.5,2.5,124.7125,3.27420726521686,4,3063,2982,3674,5440,7477,141,105,12,7,135693,6059,1976,75799,16462,539,0,227402,22636,3,0,134535,125160,1643,262,1679,30,70,1510,4181,127736,1647,294,1688,30,973,2167,134535,24563,15497,14190,9719,134535,130354,57649,12917,2138571573.58203,190931.318632271,212
0,56.14,0,16.9,7,97.7565,3.89678778304371,0,627,654,981,1435,1672,201,49,5,2,26718,4391,693,43050,1899,74,0,88461,5369,-1,0,26939,26065,110,22,40,0,25,493,184,26241,110,22,40,0,25,501,26939,4652,2820,2958,2262,26939,26755,11140,3107,1897715644.21875,230799.05825159,15
16,234.01,37.4417897175485,20.7,3.9,77.6033,5.16936908010917,16,910,1154,1995,2823,3298,58,58,6,2,42733,8756,705,40287,6229,322,0,178638,10180,0,0,42112,26942,144,9446,510,33,1,3469,1567,27637,148,9572,510,36,468,3741,42112,7067,4714,4124,4059,42112,40545,16027,6121,3175427046.05859,234602.045514252,100
2.08333333333333,186.57,3.88681592039801,14.9,4.2,94.1137,3.38738160218334,4,2209,2216,3419,4683,6016,350,287,72,12,102912,14513,1744,50748,24916,844,0,364156,18543,0,0,103082,67962,21871,535,2828,99,68,2315,7404,72467,22362,799,2848,99,1955,2552,103082,19109,16517,13810,7844,103082,95678,35103,10699,2819166842.38672,455155.8112547,192
8.10810810810811,639.59,51.8582541054451,10.3,8.4,76.0299,7.23944633143499,48,3007,2889,4224,5584,7868,242,149,16,6,92560,9325,3840,62175,156628,11339,0,660325,23572,21,0,93705,80121,4304,26,908,7,92,1259,6988,85531,4358,26,910,29,1264,1587,93705,13546,10283,9633,10120,93705,86717,36671,13452,1109567129.30078,834513.323957733,592
0,139.77,0,54,10.3,55.5074,1.14649681528662,0,60,83,232,182,420,45,45,8,0,14309,7688,370,31662,4710,54,0,38006,977,3,0,14335,615,12,12838,0,0,0,308,562,713,12,13257,0,0,16,337,14335,4529,2587,2071,375,14335,13773,4171,602,10265297888.9531,423471.396865941,20
1.09489051094891,227.53,2.4912391423494,16.7,3.9,98.9752,5.16936908010917,3,1629,1980,2712,3439,4832,550,365,35,9,120422,18303,1898,51382,6229,322,0,178638,14592,4,0,122561,69223,19507,5480,2788,595,46,9120,15802,77455,20654,6389,2964,648,2902,11549,122561,24793,20374,20246,6321,122561,106759,42556,8271,4157517997.42969,285606.292886248,274
0,223.07,0,8.9,2.3,90.3379,4.19337606837607,0,348,261,314,475,451,28,25,4,2,9414,815,132,63503,22464,942,0,216532,1849,0,0,9413,8830,107,64,97,0,0,33,282,9054,107,68,97,0,43,44,9413,1946,1067,1005,923,9413,9131,3546,926,2390674095.95703,196581.174464198,21
0,0,0,14.4,3.4,75.1048,5.37609238451935,0,113,243,173,264,350,15,15,3,0,4757,675,84,40866,12816,689,0,165521,1143,0,0,4815,4633,13,9,30,0,0,123,7,4640,13,9,30,0,0,123,4815,905,561,409,529,4815,4808,1797,614,2328740911.33984,269819.209159048,0
0,188.5,0,16.1,4.3,75.4841,0,0,0,0,0,0,0,0,0,0,0,3183,502,69,43894,0,0,0,84488,0,0,0,3170,2945,34,16,0,0,0,145,30,2970,34,16,0,0,5,145,3170,547,289,349,329,3170,3140,1246,410,2104241014.75,184684.846192828,6
4.16666666666667,45.75,1.90621425848265,8.3,3.3,134.7191,4.93251533742331,1,430,421,1133,1349,2144,75,59,7,2,52460,4276,888,79134,8150,402,0,128559,5477,2,0,52252,34958,239,3123,593,119,84,469,12667,45135,289,3362,593,119,2094,660,52252,11955,7095,7791,1984,52252,39585,19934,3493,78651946302.6875,1200314.62591045,24
10.3448275862069,102.27,10.5801445953095,15.4,3.4,95.2573,4.40589732872288,3,352,465,559,1025,1426,1163,81,4,0,28355,3944,402,52804,52634,2319,0,934526,3827,2,0,27785,22640,3770,67,206,9,30,389,674,23033,3810,67,206,9,262,398,27785,5453,3673,3676,1376,27785,27111,11156,2451,2056306626.32031,213080.575020089,29
2.36375574523966,139.43,3.29578277129556,8.4,3.4,148.6759,3.38738160218334,36,11754,12400,18735,29614,41349,2376,2096,177,49,1092305,89819,19586,80169,24916,844,0,364156,113852,14,2,1046558,631197,207445,2704,69780,434,3282,26355,105361,688209,212597,3675,69931,434,39465,32247,1046558,212674,139002,154792,42889,1046558,941197,426238,70963,3380482495.52344,261215.628749352,1523
3.125,207.39,6.48088139987038,22.3,5.3,65.2761,4.33039114655675,1,310,323,503,614,996,37,37,6,2,15430,3328,359,38274,44638,1933,0,440756,2746,2,0,15772,6613,8485,20,18,0,0,60,576,6826,8515,20,18,0,273,120,15772,3107,2005,1966,1136,15772,15196,5948,1610,1959204570.4375,219413.813978648,32
0,80.58,0,9.7,3.2,93.7857,2.70020142631608,0,718,379,533,639,1021,99,49,9,1,16134,1531,273,56338,18369,496,0,139526,3290,3,0,16313,15249,44,5,89,3,37,319,567,15558,108,5,89,3,178,372,16313,3078,1790,1797,1630,16313,15746,6358,1660,2781075089.35938,210882.231480062,13
0,54.88,0,17.7,4,83.3575,1.65844491425887,0,1020,894,1320,1979,2354,99,89,6,3,43734,7643,739,43651,21285,353,0,409630,7567,0,0,42937,40235,746,119,229,49,108,559,892,41010,746,119,229,49,137,647,42937,8908,5141,5042,3234,42937,42045,16279,4333,2402100955.24609,233627.673072055,24
0,0,0,17,5.3,104.3911,3.53430353430353,0,123,174,177,461,432,25,25,1,0,9063,1523,206,57674,481,17,0,35643,1367,0,0,9250,5121,10,3430,99,0,0,133,457,5435,10,3464,99,0,89,153,9250,2209,1262,983,474,9250,8793,3429,893,27192818221.9805,996001.960117309,0
3.05018038701213,182.93,5.5797109709717,9,3,135.208,3.85452746165265,93,28149,25740,35208,51644,75176,3464,3570,331,74,1666753,147394,25446,101744,101050,3895,0,1736894,215917,63,0,1643700,523391,172329,5288,483067,13192,4977,72395,369061,681725,177135,10712,486434,13768,169771,104155,1643700,289726,197570,271867,89097,1643700,1274639,668620,126820,3075621606.15234,445713.782132598,3049
4.16666666666667,266.93,11.1222333444556,14.7,4.8,74.2954,0,1,0,0,0,0,0,0,0,0,0,8991,1294,192,45156,0,0,0,227402,0,12,1,9018,7160,68,1311,44,7,3,217,208,7267,68,1351,44,7,23,258,9018,1495,1082,867,894,9018,8810,3545,1135,5549794070.66797,365344.196124968,24
0.915192190359976,8161.13,74.690036349151,12.4,3.5,92.9643,0,15,0,0,0,0,0,0,0,0,0,20083,2455,373,55522,0,0,0,90421,0,0,0,20317,9949,897,499,657,0,83,408,7824,13995,954,592,669,22,3588,497,20317,4907,2992,2665,1090,20317,12493,7134,1529,1270916844.52344,156707.812716887,1639
5.74288964732651,1387.19,79.6647766798095,24.3,5.5,75.7895,7.15771442554753,1262,28044,26749,35464,48652,68654,6872,5715,847,258,1584138,372322,39322,46149,73557,5265,0,419407,207563,237,19,1575522,545784,646234,3200,111912,381,5676,34624,227711,648890,666047,5843,112651,769,93651,47671,1575522,293286,218483,293675,90257,1575522,1347811,562515,117306,622531653.78125,161270.933322229,21975
1.25,97.41,1.21764118549546,20.8,4,59.5041,3.18268776864022,1,1970,1608,1868,2652,3154,570,394,43,23,82126,14789,1437,43200,40249,1281,0,277491,11252,1,0,80131,49944,22739,180,2172,24,249,1629,3194,52076,22850,209,2178,24,776,2018,80131,13137,22522,10777,5446,80131,76937,22443,5806,203236600.878906,76969.683713267,80
0,0,0,15.2,4.5,80.9622,3.53430353430353,0,88,118,221,182,277,6,6,1,1,4074,608,87,44730,481,17,0,35643,886,0,0,4124,3477,0,419,18,0,0,108,102,3519,0,425,18,0,14,148,4124,829,450,328,427,4124,4022,1631,459,30435782684.3125,954504.780803008,0
0,42.66,0,16.3,4.7,73.923,2.70062519216972,0,213,202,261,381,493,20,20,3,2,7032,1125,148,44821,58542,1581,0,855674,1550,0,0,7236,3028,400,5,14,0,0,158,3631,5773,428,18,14,0,568,435,7236,1409,927,753,676,7236,3605,2597,874,2615991053.35547,376484.690414798,3
14.2857142857143,28.64,4.09165302782324,11.4,3.9,99.4705,4.93251533742331,1,418,580,740,1291,1417,40,25,4,2,24440,2756,436,58429,8150,402,0,128559,4446,0,0,24010,17684,576,964,663,50,57,756,3260,20192,588,1074,663,50,531,912,24010,4533,3011,3049,1738,24010,20750,8971,2708,21934042050.8477,719594.11943481,7
0,103.37,0,16.3,2.4,77.7663,2.70020142631608,0,364,353,590,834,1513,25,25,4,1,18381,2740,219,46715,18369,496,0,139526,3654,1,0,18077,14591,310,2,1107,0,236,1302,529,15066,321,2,1107,0,267,1314,18077,2775,2534,2277,1307,18077,17548,6837,2347,1990700278.01172,180405.909564384,19
0,31,0,12.3,3.4,82.8312,3.27420726521686,0,1154,1252,1674,2470,2926,90,90,14,4,45164,5482,848,50344,16462,539,0,227402,9476,2,0,45252,42355,627,338,323,0,7,491,1111,43086,627,338,323,0,373,505,45252,8176,4903,4930,4080,45252,44141,17767,5396,4678934669.72266,273406.578377719,14
0,26.81,0,16,3.6,100.5712,1.91174127768042,0,1073,1162,1879,2694,3260,103,35,8,2,63406,10027,962,47363,6277,120,0,115596,10068,0,0,62472,52838,867,980,1154,9,45,1864,4715,55196,978,1237,1171,9,1871,2010,62472,12728,7789,7667,4114,62472,57757,24220,5954,2367077752.44141,270185.432283243,17
0,134.43,0,9.7,2.2,99.9551,2.70020142631608,0,347,371,546,626,818,25,25,4,2,14134,1347,161,60044,18369,496,0,139526,2708,0,0,14143,13628,31,32,40,16,2,161,233,13771,31,63,40,16,23,199,14143,2640,1606,1448,1264,14143,13910,5741,1444,3259804343.47266,267480.609244528,19
7.76699029126214,1856.52,144.196106705119,29.3,5.4,62.7418,4.33039114655675,32,390,364,729,981,1053,23,25,4,1,22192,5849,452,36788,44638,1933,0,440756,3517,13,0,22432,10328,10438,26,101,8,5,510,1016,11106,10461,48,101,8,187,521,22432,4354,2767,2974,1483,22432,21416,8820,2034,1826383510.52344,208439.987370973,412
4,241.49,9.65950253561942,26.5,5.2,60.777,4.33039114655675,2,313,497,638,945,1147,94,40,6,2,20705,4988,372,35636,44638,1933,0,440756,3540,0,0,20919,13660,5868,2,79,0,0,586,724,14102,5868,2,79,0,282,586,20919,3472,2519,2703,1448,20919,20195,8685,2092,1821591723.85742,242970.87204851,50
0,0,0,10,3.5,110.3068,0,0,0,0,0,0,0,0,0,0,0,5723,550,128,82633,0,0,0,46363,0,0,0,5750,1389,246,634,2270,147,4,262,798,1699,246,651,2300,148,314,392,5750,839,804,998,75,5750,4952,2775,259,25578230017.5078,6828028.66944874,0
0,105.46,0,14.5,3.3,91.8105,3.63647704590818,0,1101,2297,2649,4277,4479,185,185,12,5,83442,11925,1241,45796,16032,583,0,195794,14803,5,0,82313,75826,954,348,334,0,9,1299,3543,78392,998,348,334,3,793,1445,82313,15311,9790,10166,6047,82313,78770,32243,8756,2862576992.75,291448.437821011,88
10.3448275862069,202.97,20.996640537514,17.9,3.7,83.582,0,3,0,0,0,0,0,0,0,0,0,14288,2317,209,46332,0,0,0,934526,0,0,0,14105,8383,4847,77,30,0,0,203,565,8824,4868,77,30,0,84,222,14105,1931,1264,1664,1126,14105,13540,6145,1975,2139915547.73828,282171.164661592,29
0,44.97,0,16.5,3.8,76.4832,2.2925411688731,0,453,402,749,878,1267,61,46,8,0,20015,3246,377,44475,9291,213,0,84488,3749,0,0,20331,17952,125,483,87,72,11,1089,512,18379,125,499,87,72,60,1109,20331,3920,2470,2157,1604,20331,19819,8035,2145,2414774075.57031,196623.011732264,9
4.8828125,433.45,21.1647378535569,16.8,4,89.5419,4.33039114655675,25,1261,1952,2610,4274,5055,326,197,28,11,118121,19187,2220,52502,44638,1933,0,440756,15152,22,1,116022,81950,21696,369,867,108,1151,2038,7843,87288,21996,977,872,108,2549,2232,116022,23000,20193,15371,5823,116022,108179,42306,9329,1883922376.97656,210104.002105831,512
8.51063829787234,244.42,20.8019137760674,19.1,3.4,81.3442,5.37609238451935,8,816,784,1236,1710,2214,125,87,12,3,38458,7210,684,44261,12816,689,0,165521,6760,0,0,38729,32276,4456,151,160,0,103,705,878,33004,4456,151,160,0,239,719,38729,7712,4670,4745,2836,38729,37851,14842,3924,1734499585.80078,210015.903144126,94
0,203.16,0,9.4,2.2,93.7424,2.70020142631608,0,536,456,385,527,747,83,61,4,1,11321,1032,128,56312,18369,496,0,139526,2651,5,0,11468,10741,269,51,78,0,0,182,147,10871,269,51,78,0,7,192,11468,2041,1171,1189,1377,11468,11321,4416,1274,2773715949.26563,210587.4279622,23
0,15.62,0,13,2.7,77.783,2.70020142631608,0,237,221,258,394,276,25,25,4,1,6401,817,76,46725,18369,496,0,139526,1386,0,0,6413,6171,67,19,2,0,0,99,55,6226,67,19,2,0,0,99,6413,1339,712,687,716,6413,6358,2289,670,2380742799.68359,195192.007767591,1
0,88.93,0,9.9,2.8,92.0627,2.70020142631608,0,663,568,625,755,1004,35,19,3,2,16868,1594,235,55303,18369,496,0,139526,3615,2,0,17127,15764,217,169,74,3,7,158,735,16335,230,171,74,3,120,194,17127,2824,2174,1887,1856,17127,16392,6627,1759,2706521786.94531,215585.747491972,15
0.455580865603645,201.82,0.91944722832633,24.9,5.7,81.0231,4.53667953667954,2,3356,4387,5835,8102,10366,618,663,60,15,217522,52914,5470,38409,7252,329,0,180646,32046,11,0,215338,59223,3598,1473,2210,42,185,2122,146485,189377,4087,2441,2276,61,13246,3850,215338,45028,40685,27644,13578,215338,68853,69935,18468,13882945582.1641,553666.500844366,439
5.85365853658537,1326,77.6196636481242,24.4,4,125.5617,7.07327843728083,12,113,257,313,702,664,25,25,4,2,15460,2470,212,60296,38497,2723,0,347647,2049,0,0,15377,8039,6807,23,103,0,8,159,238,8243,6807,23,103,0,30,171,15377,2140,2227,2047,683,15377,15139,6914,1366,1503083987.97656,269235.197775442,205
3.92156862745098,204.98,8.03858520900322,22.8,3.8,70.7611,4.40589732872288,2,436,413,783,1198,1433,59,25,4,2,24880,5104,379,39225,52634,2319,0,934526,4263,1,0,24566,19034,3747,296,149,112,17,324,887,19777,3803,308,149,112,53,364,24566,4034,2904,3362,1632,24566,23679,10003,2631,2162303942.80859,273777.962381642,51
0,1634.22,0,45.7,10.3,57.7123,7.07327843728083,0,84,154,200,261,288,23,23,4,0,7037,2720,203,27714,38497,2723,0,347647,987,4,0,7225,2089,5051,0,0,0,0,58,27,2105,5051,0,0,0,8,61,7225,1236,1169,1419,438,7225,7198,2414,549,1623444685.375,294026.8030425,115
0,62.19,0,24.6,5.1,58.1403,0,0,0,0,0,0,0,0,0,0,0,1608,395,30,34090,0,0,0,440756,0,0,0,1665,549,1078,0,8,0,0,4,26,568,1085,0,8,0,0,4,1665,188,186,206,179,1665,1639,674,232,730792123.699219,164725.310309022,1
10,62.27,6.2266500622665,19.5,4.3,73.0507,2.2925411688731,2,909,890,1091,1494,1934,47,47,7,2,32120,5998,640,42479,9291,213,0,84488,6318,0,0,32970,26324,1656,1032,346,41,0,1436,2135,28011,1674,1068,346,41,325,1505,32970,6576,4185,3804,2890,32970,30835,12087,3428,2663749428.35938,206552.914887306,20
0,53.97,0,18.2,8.6,71.7691,0,0,0,0,0,0,0,0,0,0,0,9265,1659,262,40650,0,0,0,494252,0,0,0,9261,8895,32,82,7,1,2,124,118,8958,32,82,7,1,15,166,9261,1126,766,685,1181,9261,9143,3842,1661,2915676509.85156,217518.800507851,5
