M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56
0,83.75,0,13.6,2.8,81.9737,1.62790697674419,0,40,104,118,92,114,24,24,4,0,2388,292,36,51036,860,14,0,21502,468,0,0,2448,2189,13,84,33,0,0,16,113,2278,13,96,33,0,12,16,2448,355,335,340,262,2448,2335,950,206,12758466606.3203,459633.644296618,2
4.42176870748299,803.95,35.5487496410944,9.3,3.3,136.6845,3.38738160218334,26,2362,1813,2624,3981,5526,25,25,4,2,73139,6709,1158,73703,24916,844,0,364156,16306,0,0,69791,49922,7909,144,1083,30,384,1693,8626,56190,8073,159,1083,30,2272,1984,69791,11826,6904,6219,6799,69791,61165,28536,9507,2790176679.40625,274571.129233097,588
0,38.28,0,11.4,2.2,85.3414,2.2925411688731,0,142,87,149,152,169,21,21,4,0,2612,291,31,49626,9291,213,0,84488,699,0,0,2619,2434,3,15,28,0,0,48,91,2502,17,15,28,0,0,57,2619,482,214,310,378,2619,2528,914,321,4591729847.83594,272217.877375311,1
25,6.26,1.56455347643783,17,5.7,63.2186,3.85452746165265,1,1471,1148,2333,3182,3831,92,65,11,4,63916,10749,1450,47572,101050,3895,0,1736894,11965,1,0,63373,43539,420,1013,964,17,24,1773,15623,54119,471,1621,964,19,3639,2540,63373,12613,7426,7538,4952,63373,47750,23831,7013,13138451164.9453,609737.138432576,4
0,0,0,16.5,2.6,73.3692,1.17837338262477,0,236,140,252,349,337,25,25,4,0,5190,834,69,43819,12984,153,0,90421,1314,0,0,5234,4270,40,433,37,2,0,191,261,4331,40,502,42,2,26,291,5234,954,585,526,628,5234,4973,1855,686,11775703668.6133,473913.964299568,0
0,72.85,0,20.4,3.3,85.2779,4.53667953667954,0,121,174,91,168,256,25,25,4,1,4118,701,59,40426,7252,329,0,180646,810,0,0,4175,2143,82,72,2,0,20,110,1746,3543,82,92,2,0,298,158,4175,720,381,618,386,4175,2429,1646,424,15380524286.6094,574490.117049233,3
0,46.62,0,11,2.4,82.101,1.17837338262477,0,355,411,348,488,511,25,25,4,2,10726,1135,137,49034,12984,153,0,90421,2113,0,0,10806,9938,80,2,21,0,4,219,542,10398,80,19,21,0,69,219,10806,2006,1436,1182,1114,10806,10264,4069,999,3188109423.41406,226719.19119893,5
6.25,27.46,1.71626677650774,16,3,90.458,5.37609238451935,1,1021,1408,1854,2536,3364,658,634,96,31,58266,9144,821,49220,12816,689,0,165521,10183,0,0,58202,50217,530,1315,807,553,38,1683,3059,52821,571,1334,807,553,247,1869,58202,11537,7544,6810,4283,58202,55143,22128,5900,2543097528.42578,205801.381390566,16
0,217.84,0,15.8,4.5,79.2319,0,0,0,0,0,0,0,0,0,0,0,10558,1654,222,44152,0,0,0,235333,0,0,0,10581,10188,33,24,0,0,0,185,151,10296,33,51,0,0,0,201,10581,1914,1203,1135,750,10581,10430,4331,1248,1299682237.33203,227681.050594307,23
0,60.6,0,18.5,6.4,71.8307,3.66518078256563,0,1596,1530,2110,3641,4491,176,105,18,2,67653,12310,1897,45374,4038,148,0,116992,13368,0,0,66310,51964,496,2360,677,63,20,2317,8413,58349,529,2583,677,63,1127,2982,66310,12047,7918,8091,5236,66310,57897,24886,8132,29438317271.0508,840058.207606093,41
0,0,0,15.5,6.7,83.5981,3.00111152278622,0,209,264,449,641,690,83,78,4,2,8758,1242,197,46417,2699,81,0,43017,2253,0,0,8640,7825,33,186,27,21,0,192,356,8033,33,186,27,21,137,203,8640,1094,860,868,922,8640,8284,3565,1331,13685230087.6563,620404.707970998,0
1.35135135135135,335.01,4.52719144360817,7,2.6,107.0028,0,4,0,0,0,0,0,0,0,0,0,88355,6107,1212,77684,0,0,0,277491,0,24,0,85153,71448,3407,220,1126,67,77,1805,7003,77488,3464,223,1146,69,640,2123,85153,16237,10367,10025,5765,85153,78150,34720,8039,1794761389.5,286876.92854151,296
0,130,0,12.7,2.6,75.5799,0,0,0,0,0,0,0,0,0,0,0,10769,1317,139,54871,0,0,0,277491,0,0,0,10700,8286,1653,51,17,16,313,285,79,8321,1653,51,17,16,357,285,10700,1416,1045,804,1448,10700,10621,4131,1856,554080009.351563,236074.073703114,14
0,82.88,0,8.7,2.3,108.114,0,0,0,0,0,0,0,0,0,0,0,8446,720,104,64570,0,0,0,90421,0,0,0,8523,8246,4,76,3,2,0,36,156,8352,4,76,6,2,43,40,8523,1796,982,787,940,8523,8367,3163,855,3569919332.79297,253644.965004533,7
9.59432048681542,784.79,75.2950914922914,5.7,3.7,145.4041,7.15771442554753,473,14956,14133,18943,26546,35743,1137,993,183,33,628195,35350,12783,88538,73557,5265,0,419407,110321,14,12,626370,528976,24044,860,29174,125,1024,9929,32238,551303,25066,1032,29423,139,7321,12086,626370,104960,76084,68936,48032,626370,594132,266069,62289,2775867867.66016,265093.697976159,4930
0,0,0,13.3,2.4,78.5476,0,0,0,0,0,0,0,0,0,0,0,726,89,11,47625,0,0,0,855674,0,0,0,749,613,8,6,0,0,0,0,122,663,8,14,0,0,58,6,749,120,73,41,81,749,627,288,146,3346861363.66797,230612.096743811,0
3.60655737704918,185.93,6.70551803174758,7.8,3.4,125.0281,4.33039114655675,11,1103,1707,2882,4032,6042,112,112,8,9,164044,12654,2887,73309,44638,1933,0,440756,15766,11,0,155840,112322,28348,452,1353,46,390,3438,9491,117516,29448,468,1570,61,2617,4160,155840,34395,21213,19907,5692,155840,146349,64559,10074,1185873584.89844,147234.30409769,305
5.55555555555556,114.21,6.34477507772349,11.4,2.7,89.579,2.70020142631608,1,649,305,642,778,984,25,25,4,0,15761,1762,237,53811,18369,496,0,139526,3358,0,0,15858,14593,274,90,224,27,0,183,467,14966,274,90,224,27,32,245,15858,2993,1986,1564,1596,15858,15391,5957,1762,2434158557.53125,197811.004360511,18
7.69230769230769,86.74,6.67244945619537,16,4.2,93.2118,0,1,0,0,0,0,0,0,0,0,0,14987,2356,244,46495,0,0,0,195794,0,0,0,14938,13839,393,39,3,0,11,291,362,14068,393,39,3,0,126,309,14938,2838,1655,1706,1185,14938,14576,5936,1618,2104587305.34375,264503.892819508,13
2.94117647058824,214.16,6.29881582262535,31.9,6.8,58.4934,0,1,0,0,0,0,0,0,0,0,0,15876,4042,297,34297,0,0,0,440756,0,0,0,16115,7922,6188,9,5,0,0,98,1893,8651,6725,9,17,0,604,109,16115,2250,1718,2444,1198,16115,14222,6983,1522,1602690030.37695,225299.228845091,34
0,26.07,0,21.1,14.2,79.2089,2.4330900243309,0,52,49,134,135,226,17,17,3,0,7671,1604,416,59337,411,10,0,46363,596,0,0,7734,842,77,6379,76,0,0,271,89,859,87,6382,76,0,41,289,7734,2326,1222,1223,235,7734,7645,2367,361,617944067686.266,9786519.5851783,2
2.73972602739726,74.76,2.04823595678222,19.1,4,79.2404,3.38738160218334,2,1767,2266,2952,4698,5735,375,292,57,10,97645,18301,1895,42728,24916,844,0,364156,17418,4,0,97159,70967,20205,289,988,0,226,1167,3317,72778,20244,307,988,23,1475,1344,97159,17523,13178,10655,6985,97159,93842,38385,10433,1826789596.52344,192162.661526943,73
12.5523012552301,2332.39,292.76861520445,26.5,4.6,59.665,4.33039114655675,30,289,199,355,421,664,25,25,3,1,10247,2669,209,34984,44638,1933,0,440756,1928,3,0,10348,4720,5266,9,57,0,3,64,229,4735,5315,9,57,0,151,81,10348,2094,1313,1109,843,10348,10119,3904,1085,1838929345.47852,227475.498818105,239
0,263.23,0,13.7,2.4,92.3961,3.00111152278622,0,334,289,485,698,731,18,16,3,2,15196,2071,195,51302,2699,81,0,43017,2537,1,0,15169,10295,15,90,54,43,5,254,4413,14032,15,117,54,45,453,453,15169,3471,1948,1726,1108,15169,10756,5487,1429,3553714824.12109,277837.376088302,40
9.09090909090909,421.29,38.2995021064726,22.7,6.3,65.1277,0,1,0,0,0,0,0,0,0,0,0,2611,592,63,38187,0,0,0,440756,0,0,0,2613,1294,1045,5,0,0,0,19,250,1327,1045,5,0,0,217,19,2613,524,285,233,159,2613,2363,1024,388,759679077.511719,141480.792886109,11
7.89473684210526,609.13,48.0892536547833,29.4,6.2,74.6357,4.77072059242381,15,674,717,1055,1376,1764,159,147,15,3,31192,8478,696,33392,14044,670,0,148132,5586,1,0,31547,11408,17815,61,183,0,0,304,1776,12782,17855,75,183,0,225,427,31547,5482,3624,3940,2446,31547,29771,12915,3140,1741532147.78516,332368.198988528,190
11.7647058823529,476.64,56.0758145012056,10,3.3,78.2369,0,10,0,0,0,0,0,0,0,0,0,17833,1756,289,56800,0,0,0,277491,0,0,0,17593,12861,2484,48,649,0,48,492,1011,13483,2578,48,649,21,251,563,17593,3441,1943,2309,1820,17593,16582,6291,1789,32093000.15625,35459.1868203819,85
0,129.07,0,15.1,4.1,85.0022,6.11262298513712,0,476,617,888,1235,1642,25,25,5,2,28666,4227,582,47733,33439,2044,0,349725,4858,0,0,28645,26524,583,7,261,9,30,626,605,26876,583,7,261,9,225,684,28645,5695,3395,3366,1981,28645,28040,11331,2877,1775753438.51953,176813.891671277,37
2.96697626418989,795.56,23.6040755002011,9.9,2.5,113.9968,2.70020142631608,115,7332,6628,10248,13843,20888,1671,1520,110,48,487204,47499,6706,68479,18369,496,0,139526,58939,55,3,474274,370282,30183,785,21376,380,224,11958,39086,399979,31076,1365,21508,423,6312,13611,474274,100352,60446,74028,24208,474274,435188,180509,34731,2752126684.70313,230686.104857103,3876
3.74149659863946,103.76,3.88199442757345,6.4,3.1,144.8361,2.70062519216972,22,6328,6686,9552,16794,21326,971,843,157,27,566719,35829,9168,87817,58542,1581,0,855674,60686,4,0,527057,316640,31855,866,33636,366,1198,14363,128133,422753,33244,1269,33857,401,14507,21026,527057,115320,65215,73635,22566,527057,398924,212201,38120,3982710258.69531,292732.536508933,588
0,152.53,0,14.8,2.7,85.036,0,0,0,0,0,0,0,0,0,0,0,6556,674,78,55327,0,0,0,803973,0,0,0,6675,4933,1343,6,37,0,4,66,286,5168,1364,6,37,0,34,66,6675,897,784,1153,441,6675,6389,2892,508,1356419810.30859,172918.896179486,10
0,0,0,10,3,95.4731,3.53430353430353,0,127,213,189,325,230,25,25,4,0,3710,364,54,52747,481,17,0,35643,1084,0,0,3653,3396,8,40,10,0,0,88,111,3503,8,40,10,0,0,92,3653,621,352,299,529,3653,3542,1297,555,9927015222.88281,530838.276554768,0
0,49.5,0,12.5,3.3,82.683,5.56127703398558,0,640,636,964,1496,2130,75,25,4,2,30302,3648,481,50368,971,54,0,30999,5866,0,0,30425,28877,283,69,175,0,21,519,481,29241,335,69,201,0,30,549,30425,4872,3906,3236,2240,30425,29944,12545,3626,3343616181.77734,355614.757974176,15
4.08163265306122,181.13,7.39316871211001,18.5,3.5,93.0771,4.386708086228,2,444,532,870,1245,1678,25,25,4,1,27052,4489,366,48818,10623,466,0,175683,4769,0,0,26769,15123,9708,37,70,0,14,258,1559,16048,9771,64,101,0,498,287,26769,3939,3297,3314,1846,26769,25210,11450,2923,1905193974.08594,201570.315345254,49
0,10.66,0,12,2.8,90.399,2.2925411688731,0,225,300,374,333,520,35,35,6,2,9378,1074,137,52567,9291,213,0,84488,1752,0,0,9582,8469,225,10,11,0,8,171,688,8975,225,142,11,0,8,221,9582,2032,1340,1087,899,9582,8894,3371,853,3044525818.4375,221654.413794339,1
40,86.57,34.6260387811634,16.2,3.1,83.5728,0,2,0,0,0,0,0,0,0,0,0,5776,926,86,43386,0,0,0,178638,0,0,0,5929,4526,131,518,0,0,0,301,453,4743,131,571,0,0,44,440,5929,1075,786,663,479,5929,5476,2258,668,2442989025.26563,237223.130844077,5
0,195.09,0,9.1,2,88.4736,2.70020142631608,0,658,515,388,533,766,39,39,6,1,13840,1231,161,53147,18369,496,0,139526,2860,0,0,13911,12907,125,28,127,4,0,69,651,13083,147,46,127,4,350,154,13911,2699,1600,1465,1561,13911,13260,5287,1299,2784513988.79688,210954.1983446,27
0,34.83,0,18.1,6.7,86.8881,0,0,0,0,0,0,0,0,0,0,0,14354,2109,318,48792,0,0,0,349725,0,0,0,14443,13333,816,5,13,0,0,173,103,13355,816,11,13,0,74,174,14443,2213,1188,1862,1453,14443,14340,5443,2284,1774956369.63281,232955.539730054,5
0,27.59,0,10.2,2.7,102.2703,5.56127703398558,0,547,588,948,1416,2178,52,25,2,2,28999,2901,426,62300,971,54,0,30999,5677,0,0,28937,27636,188,111,71,16,47,476,392,27982,188,111,71,16,84,485,28937,4426,3398,3048,2083,28937,28545,12388,3594,3464412011.66016,287404.392546069,8
0,0,0,10.6,2.6,92.4352,2.2960229602296,0,182,136,206,194,312,20,20,3,1,3829,398,51,60314,2439,56,0,67340,1030,0,0,3824,3637,4,48,0,0,1,89,45,3638,4,48,0,0,45,89,3824,685,383,332,524,3824,3779,1394,506,8993269581.02734,392852.668821267,0
0,334.94,0,18.7,5.7,78.4852,4.33039114655675,0,188,337,420,618,585,25,15,3,1,12838,2156,266,46019,44638,1933,0,440756,2148,3,0,12775,8789,3570,9,28,0,0,19,360,8903,3590,9,28,0,226,19,12775,2247,2667,1216,945,12775,12415,4497,1203,798315538.070313,134647.182381071,43
3.33333333333333,72.1,2.40341284624166,7.3,3.8,128.3261,3.66518078256563,10,8080,7643,11045,17492,24821,699,570,70,10,416075,30022,8248,81061,4038,148,0,116992,69081,4,0,405788,334006,3478,2468,16784,1065,545,12783,34659,357240,3753,3054,17046,1189,8120,15386,405788,72429,47878,49100,26768,405788,371129,167300,42313,9818030789.46094,504217.06068164,300
0,32.86,0,15.9,3.6,82.6111,3.53430353430353,0,237,280,314,506,682,199,199,4,2,9131,1346,183,45641,481,17,0,35643,2019,0,0,9100,8214,63,157,61,0,0,299,306,8452,63,157,61,8,35,324,9100,1074,1079,896,831,9100,8794,4032,1188,3987278722.0625,375067.598082775,3
0,37.54,0,9.4,2.8,101.6911,1.17837338262477,0,548,444,488,657,878,28,28,5,2,15985,1464,230,60734,12984,153,0,90421,3015,0,0,15896,14173,60,60,42,0,0,325,1236,15046,61,87,42,0,253,407,15896,3164,1851,1727,1480,15896,14660,6139,1535,2787313209.16797,248304.660564371,6
4.96634950104433,410.34,20.3787398320563,13.5,4,120.7627,4.33039114655675,214,12852,12404,18627,28686,40833,4682,3931,656,88,1050114,137929,22310,70808,44638,1933,0,440756,113402,79,5,1021902,406755,445992,1612,69987,206,4238,18784,74328,458596,451053,3837,70225,321,15106,22764,1021902,191289,143950,170060,43883,1021902,947574,403201,69519,2008502839.17578,333540.400734115,4309
5.44554455445545,349.1,19.0105306818444,15.7,4.5,88.2062,9.59214501510574,33,3431,3363,4678,6603,9568,227,362,49,8,173588,26321,3557,49960,55608,5334,0,494252,27643,2,2,173043,132234,23531,1155,958,4,59,5447,9655,139770,23717,1312,964,21,872,6387,173043,33410,22049,22226,11472,173043,163388,67715,16171,2580666510.60156,240361.660557711,606
0,99.62,0,15,3.6,80.4499,0,0,0,0,0,0,0,0,0,0,0,26099,3796,423,47171,0,0,0,440756,0,0,0,25631,19200,4723,10,248,7,0,491,952,19823,4730,10,248,7,269,544,25631,4483,2760,3044,2297,25631,24679,9888,3159,978691402.238281,134346.131779277,26
0,33.72,0,15.2,2.2,99.6167,5.16936908010917,0,269,210,287,383,344,25,25,4,1,8897,1194,100,51715,6229,322,0,178638,1493,0,0,9127,7593,210,123,87,0,2,464,648,8114,218,142,87,0,60,506,9127,1502,1838,1392,766,9127,8479,2902,727,5216999113.78125,344139.372631851,3
1.73410404624277,1198.13,20.7768565605398,13.2,3.2,105.1114,4.33039114655675,42,2658,3454,5107,7722,8817,657,542,85,20,202148,26249,3235,61631,44638,1933,0,440756,27758,44,1,195961,119773,14079,297,3327,15,197,3120,55153,166426,14540,472,3348,35,6857,4283,195961,42221,26624,25407,11219,195961,140808,73951,16539,1634044443.80859,205668.681781133,2422
0,0,0,20.8,4.3,71.0198,3.53430353430353,0,163,72,164,273,310,6,6,1,0,6807,1393,98,39237,481,17,0,35643,982,0,0,6727,3028,26,3332,5,0,13,85,238,3049,26,3427,5,0,77,143,6727,1698,908,841,399,6727,6489,2298,583,24918520205.5078,771155.820090008,0
7.69230769230769,154.98,11.9216745978919,5.1,3.2,169.6431,2.70062519216972,12,1171,883,2209,2938,3890,245,182,21,7,100657,5125,1616,102858,58542,1581,0,855674,11091,1,1,93642,67046,5670,224,2300,0,57,2139,16206,80024,5685,224,2300,0,2535,2874,93642,20857,12203,10679,4263,93642,77436,38812,6828,548270903.730469,93764.409163938,156
0,0,0,12.5,3.2,72.0653,2.2925411688731,0,131,116,130,120,185,20,20,3,1,2492,307,36,41906,9291,213,0,84488,682,0,0,2545,2250,100,5,25,0,0,88,77,2319,100,5,25,0,0,96,2545,433,211,241,377,2545,2468,978,305,3896846811.90625,249805.809611072,0
0,106.98,0,12.6,4,85.0564,0,0,0,0,0,0,0,0,0,0,0,3739,440,75,48517,0,0,0,38006,0,0,0,3673,3449,1,72,5,0,6,29,111,3552,9,72,5,0,6,29,3673,817,380,443,356,3673,3562,1272,405,4987806830.76953,300247.956949947,4
0,52.71,0,14.9,4.8,86.6774,0,0,0,0,0,0,0,0,0,0,0,13280,1960,277,38171,0,0,0,88461,0,0,0,13467,12941,122,73,0,0,0,210,121,13062,122,73,0,0,0,210,13467,2173,1319,1386,1318,13467,13346,5325,1946,1954625454.29688,234080.858652,7
0,92.18,0,8.5,2.8,107.6895,6.25828529148812,0,823,522,850,1063,1689,55,55,7,2,28206,2344,405,60010,32437,2030,0,235333,4947,2,0,27947,26450,202,37,131,0,0,315,812,26858,202,37,131,0,322,397,27947,5795,3326,3165,2195,27947,27135,10714,2752,1671247687,186927.607213789,26
1.84049079754601,137.58,2.53206223808981,15.2,2.6,108.0668,1.91174127768042,6,3012,2773,4449,6439,8762,1068,836,78,17,236961,34741,3191,50893,6277,120,0,115596,25435,23,1,228529,163162,7970,1971,5532,5039,676,6127,38052,177357,8149,2207,5696,5039,22411,7670,228529,47619,42747,34775,10234,228529,190477,77953,15201,3776326200.53906,281352.161263073,326
8.63141524105754,602.59,52.0118268334169,8,4.3,86.449,6.94863086393547,111,8618,8102,10716,16662,18131,430,410,22,14,213413,16661,4974,69001,94220,6547,0,545481,62229,6,1,213690,191771,6130,1048,3167,130,1552,3664,6228,196442,6341,1137,3228,166,2116,4260,213690,26619,21735,18726,27436,213690,207462,84381,34793,1917687405.60938,1254723.2886216,1286
0.934579439252336,690.17,6.4501564162931,6.7,2.2,111.2983,5.62333360265008,2,70,315,520,1412,1284,35,34,8,2,31007,2056,496,80078,24754,1392,0,159420,3601,2,0,30429,25032,261,75,144,109,32,424,4352,27530,285,75,150,130,1666,593,30429,4197,3361,5603,905,30429,26077,13667,2696,2708121736.94922,319235.503710639,214
0.397614314115308,272.69,1.0842517849495,5.7,2.7,132.8746,1.17837338262477,2,2068,2262,3304,4898,7050,212,89,13,5,184459,10399,2499,79358,12984,153,0,90421,19582,27,0,178351,145153,6384,543,4489,183,145,5334,16120,156868,6944,694,4520,183,2943,6199,178351,41684,23033,26251,7634,178351,162231,67801,11948,1129404000.90625,158809.55379742,503
18.9873417721519,597.87,113.520263367011,12.8,4.4,121.2074,0,30,0,0,0,0,0,0,0,0,0,26427,3299,601,58205,0,0,0,347647,0,1,0,25860,14566,10164,33,41,0,0,270,786,15008,10320,33,41,0,188,270,25860,5288,3215,3921,1343,25860,25074,10099,1994,712697237.871094,166193.156829459,158
10.8433734939759,375.64,40.7322758027653,19.3,3.7,69.4983,4.40589732872288,18,870,1137,1728,2136,2965,25,25,4,2,44191,7999,678,38525,52634,2319,0,934526,8836,1,0,43924,33222,5704,42,43,0,0,951,3962,36387,5788,66,59,32,337,1255,43924,8059,4896,5189,3735,43924,39962,16944,5101,2409626414.12305,252861.111598909,166
6.33093525179856,202.76,12.836371274535,2.6,2.9,167.716,5.62333360265008,44,3171,3582,5280,9798,13970,778,771,70,13,342776,8975,5472,120670,24754,1392,0,159420,35801,12,0,328614,271949,4116,625,14527,241,898,8260,27998,293266,4460,1075,14700,257,4823,10033,328614,72932,40432,35399,12033,328614,300616,144050,23768,3653241359.12109,272087.441928592,695
0,112.76,0,9.1,6.8,87.2457,0,0,0,0,0,0,0,0,0,0,0,4434,404,157,59020,0,0,0,1811544,0,0,0,4575,4363,37,16,1,1,0,86,71,4420,37,16,1,1,14,86,4575,505,534,267,512,4575,4504,1950,807,8951220408.41797,452497.503516659,5
0,618.43,0,10.2,3,87.5561,1.17837338262477,0,179,167,275,240,488,10,16,3,0,6468,650,100,52292,12984,153,0,90421,1349,0,0,6405,6117,12,0,13,2,0,96,165,6179,12,2,13,2,101,96,6405,1294,659,632,621,6405,6240,2471,728,2638185431.07422,205222.898226469,40
0.302114803625378,747.42,2.25807544230053,15.6,3,96.4971,5.37609238451935,2,1798,1850,2335,3160,4676,501,501,27,10,88571,13117,1319,52506,12816,689,0,165521,13819,22,0,89076,74318,4845,196,918,208,27,2784,5780,77914,5019,294,918,208,1466,3257,89076,17053,11588,12805,5983,89076,83296,33811,7836,1818252131.125,209181.633197832,662
0,83,0,20.4,5.1,72.8229,0,0,0,0,0,0,0,0,0,0,0,30119,6059,624,44154,0,0,0,855674,0,2,0,30087,22983,5177,10,110,1,6,465,1335,23487,5234,39,110,1,552,664,30087,5602,3346,3156,2821,30087,28752,11509,3653,3551712350.78125,319518.465182526,25
20,48.87,9.77421561919656,17.9,6,73.745,5.16936908010917,1,271,277,498,431,725,43,43,8,1,10231,1721,193,38284,6229,322,0,178638,2202,0,0,10495,6879,101,2098,76,0,4,961,376,7032,101,2182,76,0,49,1055,10495,1860,1536,1166,1046,10495,10119,3731,1156,2812770892.06641,232986.710364186,5
0.970873786407767,145.6,1.41360738468498,18.3,3.6,83.6603,4.386708086228,1,1789,1453,2243,2932,4018,400,332,25,10,70741,12455,1129,43879,10623,466,0,175683,12435,11,0,70264,42043,22062,25,588,0,209,1128,4209,44848,22516,25,588,0,897,1390,70264,13438,9780,8447,5485,70264,66055,26164,6950,1755349071.67969,212819.375421511,103
4.95867768595041,258.82,12.83381281884,11.9,3.6,111.5667,4.33039114655675,12,1274,1552,2440,3911,4341,165,164,7,3,93503,10993,1608,65416,44638,1933,0,440756,13518,25,0,90132,67893,15269,157,1050,17,696,1266,3784,70380,15327,178,1064,17,1698,1468,90132,18658,11711,10517,5266,90132,86348,35728,8252,1240284936.92969,159181.710048352,242
0,14.06,0,31,6.5,49.6701,0,0,0,0,0,0,0,0,0,0,0,7114,2183,158,30116,0,0,0,855674,0,0,0,7180,400,4,0,0,0,0,35,6741,6461,49,64,0,0,435,171,7180,1498,1539,831,464,7180,439,2199,649,3091877333.19336,241838.907924178,1
8.33333333333333,526.55,43.8788942518649,25.5,5.5,57.8299,0,1,0,0,0,0,0,0,0,0,0,2279,580,46,33908,0,0,0,440756,0,0,0,2276,876,1192,0,138,5,0,59,6,882,1192,0,138,5,0,59,2276,353,190,340,310,2276,2270,785,298,578295961.082031,115857.495922459,12
0,81.04,0,17.8,3.6,67.6359,0,0,0,0,0,0,0,0,0,0,0,1234,219,17,41009,0,0,0,855674,0,0,0,1156,861,19,0,0,0,11,41,224,1000,19,0,0,0,96,41,1156,261,104,195,117,1156,932,258,221,3745262718.89844,245195.366852388,1
3.125,40.47,1.2646381870147,10.4,3.1,92.9038,3.27420726521686,1,2285,1951,2689,3526,4858,236,127,16,4,79074,8124,1288,56466,16462,539,0,227402,15309,1,0,79407,72170,704,382,2182,0,21,904,3044,74896,719,401,2186,4,170,1031,79407,13583,8965,8393,6925,79407,76363,33157,8384,2994201371.38672,235499.400147216,32
5.07917538093815,690.94,35.0941659045728,15.7,4.9,99.2014,6.25828529148812,170,10774,9322,12755,17755,25624,1737,1737,203,66,484411,74864,11482,55280,32437,2030,0,235333,76230,27,2,486849,264358,115090,893,6540,105,721,8188,90954,299802,116708,1279,6703,132,46223,16002,486849,95288,64478,59481,32851,486849,395895,191372,43379,2324487832.08594,239135.511856226,3347
3.57142857142857,135.48,4.83863163497363,6.9,2.8,130.3295,1.17837338262477,1,436,507,474,745,1309,21,21,4,2,20667,1423,315,77838,12984,153,0,90421,3471,1,0,20219,19131,170,7,62,8,15,242,584,19598,233,7,62,8,40,271,20219,3992,2435,2048,1417,20219,19635,8273,2054,1819384237.0625,210771.058226424,28
0.60882800608828,438.12,2.66737796745799,5.4,3,149.3402,3.18268776864022,4,1250,1403,2275,3595,5563,100,90,4,3,149960,7822,2070,108421,40249,1281,0,277491,14086,15,0,144012,90152,24073,406,4691,93,256,6559,17782,97930,24870,414,4880,93,8017,7808,144012,30913,21293,19101,4928,144012,126230,58619,9158,1156753785.93359,226337.890754932,657
4.16666666666667,22.3,0.929281665272744,10.4,7.6,99.6489,2.4330900243309,1,819,931,1692,3201,4387,125,74,14,3,107610,10937,3640,74649,411,10,0,46363,11030,0,0,103464,82220,1022,5751,1433,195,207,7692,4944,85927,1121,5888,1437,226,484,8381,103464,23431,13612,14651,3442,103464,98520,40740,7588,298503668308.563,3254214.58576999,24
4.16666666666667,837.8,34.9084446701152,11.8,2.9,92.3699,1.17837338262477,11,866,608,1002,1320,1642,200,127,10,3,31511,3558,475,55167,12984,153,0,90421,5438,-1,0,31583,27262,178,77,395,9,6,515,3141,29464,212,165,420,9,687,626,31583,6272,4897,3736,2476,31583,28442,11240,2962,2532230385.95313,201362.948666573,264
0,24.77,0,15.8,3.9,91.827,0,0,0,0,0,0,0,0,0,0,0,8074,1254,139,43245,0,0,0,115596,0,0,0,8244,6998,1073,29,29,0,0,54,61,7037,1073,29,29,0,22,54,8244,1384,888,852,876,8244,8183,3230,1014,2602785756.98438,321466.771753854,2
3.94636015325671,474.36,18.7201250431653,14.6,2.7,89.5327,4.19337606837607,103,11324,8923,11730,16619,25652,1925,1328,151,31,550210,78160,7742,62937,22464,942,0,216532,74248,59,5,541493,337973,62495,2950,76809,156,1036,19505,40569,361501,63724,3723,77156,192,12028,23169,541493,106962,74948,89740,31977,541493,500924,195595,42271,883025517.445313,132817.872032002,2610
2.85714285714286,156.31,4.46608012147738,5.2,2.7,125.1488,3.18268776864022,1,223,251,536,1057,1366,94,94,36,0,22391,1132,329,90858,40249,1281,0,277491,3433,0,0,21103,16736,2391,204,224,0,0,883,665,17201,2396,204,224,0,167,911,21103,3669,2231,2479,1010,21103,20438,9291,2423,905911169.847656,225610.052628777,35
1.66666666666667,315.79,5.26315789473684,17.3,4.6,82.4146,0,1,0,0,0,0,0,0,0,0,0,19000,3064,370,48323,0,0,0,440756,0,3,0,18513,12028,5392,19,149,0,0,487,438,12186,5392,19,149,0,149,618,18513,3142,3500,2038,1112,18513,18075,6799,1922,688323622.71875,124678.321263115,60
0,0,0,11.6,2.5,89.0881,0,0,0,0,0,0,0,0,0,0,0,492,57,11,53207,0,0,0,90421,0,0,0,454,430,0,0,0,0,0,15,9,435,0,0,0,0,4,15,454,88,28,34,58,454,445,204,42,3983253961.38672,257878.150215292,0
1.85185185185185,255.95,4.73978576168357,23.7,6.2,63.2204,4.81579859106132,1,606,1414,1944,2277,1606,42,42,6,2,21098,4921,557,37350,17318,834,0,196266,7847,3,0,20701,11973,168,2346,158,8,0,434,5614,15914,170,2924,158,8,932,595,20701,2867,1924,1768,3964,20701,15087,6295,3883,16947683599.1406,702082.029958,54
0,99.35,0,6.9,2.7,121.8664,0,0,0,0,0,0,0,0,0,0,0,29189,1931,374,88475,0,0,0,277491,0,0,0,28574,24339,3078,85,90,35,0,339,608,24720,3106,85,90,35,104,434,28574,4125,3341,2980,1661,28574,27966,13148,3319,1082878980.77734,180737.276067426,29
