"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2018","AQS","390610048","1","18","ppb","17","Cincinnati Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","17140","Cincinnati, OH-KY-IN","39","Ohio","061","Hamilton","39.146025","-84.538375"
"01/02/2018","AQS","390610048","1","39","ppb","37","Cincinnati Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","17140","Cincinnati, OH-KY-IN","39","Ohio","061","Hamilton","39.146025","-84.538375"
"01/03/2018","AQS","390610048","1","48","ppb","45","Cincinnati Near Road","22","92.0000","42602","Nitrogen dioxide (NO2)","17140","Cincinnati, OH-KY-IN","39","Ohio","061","Hamilton","39.146025","-84.538375"
"01/04/2018","AQS","390610048","1","26","ppb","25","Cincinnati Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","17140","Cincinnati, OH-KY-IN","39","Ohio","061","Hamilton","39.146025","-84.538375"
"01/05/2018","AQS","390610048","1","27","ppb","25","Cincinnati Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","17140","Cincinnati, OH-KY-IN","39","Ohio","061","Hamilton","39.146025","-84.538375"
"01/06/2018","AQS","390610048","1","36","ppb","34","Cincinnati Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","17140","Cincinnati, OH-KY-IN","39","Ohio","061","Hamilton","39.146025","-84.538375"
"01/07/2018","AQS","390610048","1","40","ppb","38","Cincinnati Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","17140","Cincinnati, OH-KY-IN","39","Ohio","061","Hamilton","39.146025","-84.538375"
"01/08/2018","AQS","390610048","1","31","ppb","29","Cincinnati Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","17140","Cincinnati, OH-KY-IN","39","Ohio","061","Hamilton","39.146025","-84.538375"
"01/09/2018","AQS","390610048","1","32","ppb","30","Cincinnati Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","17140","Cincinnati, OH-KY-IN","39","Ohio","061","Hamilton","39.146025","-84.538375"
"01/10/2018","AQS","390610048","1","43","ppb","41","Cincinnati Near Road","20","83.0000","42602","Nitrogen dioxide (NO2)","17140","Cincinnati, OH-KY-IN","39","Ohio","061","Hamilton","39.146025","-84.538375"
