train1,train2,train3,train4,train5,train6,train7,train8,train9,train10,train11
35,57,503,166.47619047619,247.761904761905,33.8571428571429,2431,23595,23.28963119,57.4,778
43,49,46,653.238095238095,345.904761904762,49.6190476190476,5424.61904761905,84769,152.3356419,37.9,58
42,47,98,421.619047619048,285.285714285714,36.1428571428571,5512.04761904762,61599,134.3763831,56.3,402
48,2203,1297,3196.2380952381,3708.14285714286,911.095238095238,40213.0952380952,428348,1256.683802,42.5,1921
27,47,6,92.7142857142857,80.3333333333333,26.2857142857143,680.095238095238,19369,177.3981679,40.9,6
40,182,176,692.666666666667,380.190476190476,67.3333333333333,6787,102855,297.0311485,47.7,300
0,15,0,21.7142857142857,25.0952380952381,6.42857142857143,732,4337,3.466868254,63.6,1
9,18,1,0,13.4285714285714,7,161.047619047619,2853,3.680899484,54.1,1
49,126,43,483.571428571429,303.47619047619,16.6666666666667,7518.66666666667,142820,168.0985374,54.7,51
34,48,17,160.142857142857,92.4761904761905,22.0952380952381,1506.42857142857,23884,27.55870266,65.8,29
47,406,112,517.047619047619,699.333333333333,142.571428571429,8346.09523809524,181806,316.6278085,55.6,170
43,220,37,517.714285714286,472.952380952381,132.285714285714,7362.80952380952,103806,20.40519373,29.6,37
37,49,14,286.761904761905,182.428571428571,61.0476190476191,3505.71428571429,43453,78.28370011,36.2,18
51,179,159,827.619047619048,1093,151.666666666667,15462.0952380952,209339,264.5692379,59.4,233
35,145,3,123.761904761905,244.809523809524,37.3333333333333,2537.38095238095,28275,69.10633656,42.1,3
38,47,51,66.6190476190476,107.285714285714,29.3333333333333,1119.42857142857,25127,45.75896363,35,57
36,16,29,50,12.5238095238095,0,334.952380952381,12297,16.84289263,67.4,41
38,25,52,207.285714285714,185.952380952381,36.5714285714286,2980.80952380952,31489,23.59158763,44.3,61
32,61,11,70.2857142857143,127.47619047619,29.2857142857143,1684,21493,22.38167205,70.2,18
36,19,5,39.5714285714286,21.1904761904762,8.85714285714286,248.666666666667,4321,10.00880164,63.5,5
37,496,23,643.761904761905,788.52380952381,28.3333333333333,10406.3333333333,121829,231.7022436,42.8,32
38,131,15,198.380952380952,214,59.9047619047619,2016.85714285714,50022,30.70323785,43.3,17
46,121,87,412.571428571429,442.809523809524,134.761904761905,4760.61904761905,55175,80.63575107,41.1,113
0,25,0,0,0,0,0,17332,167.8395042,42.3,0
33,41,5,98.3809523809524,45.2380952380952,10.8571428571429,839.52380952381,14349,30.24133831,39.8,9
52,403,13,149.047619047619,1003.14285714286,296.047619047619,10014,113775,40.97656834,37.1,43
19,166,21,437.380952380952,310.714285714286,81.2857142857143,4223.2380952381,64487,40.4057834,44.4,30
47,54,21,123.428571428571,225.333333333333,73,2908.09523809524,36263,143.6362845,34.4,20
43,286,136,406.809523809524,487.333333333333,95.9047619047619,5576.7619047619,97241,138.5323797,41.8,223
47,974,2173,1585.19047619048,1698.61904761905,159.047619047619,20228.7142857143,317417,356.5114574,40.3,2491
44,366,197,1121.33333333333,1081.14285714286,104.571428571429,20645.0952380952,161000,296.1047346,59.4,294
42,49,32,264.47619047619,264,64.2380952380952,3631.42857142857,20758,49.17708867,61.7,58
30,35,3,44.2380952380952,134.142857142857,49.3333333333333,1082,19938,6.162559564,34.2,3
47,120,990,368.52380952381,380.190476190476,79.5238095238095,5800.14285714286,98320,426.8999825,50,1121
41,30,32,229.142857142857,182.857142857143,0,4473.90476190476,54068,235.8448485,55.2,48
36,21,8,45.6666666666667,16.1428571428571,5.33333333333333,451.238095238095,11603,5.714269936,41.1,12
51,190,21,173.238095238095,282.761904761905,83.2857142857143,5097.09523809524,67641,33.59912076,62.5,28
47,69,35,163.714285714286,114.52380952381,18.7142857142857,1609.2380952381,46091,44.77896712,38.3,44
52,1698,629,3041.80952380952,4864.80952380952,916.285714285714,64039.4761904762,607391,582.9538702,49.9,798
19,27,2,7.47619047619048,32.7142857142857,1.47619047619048,425.190476190476,23424,55.35822868,51.4,3
33,95,6,52.3333333333333,64.7619047619048,0,1365.52380952381,14860,33.35837563,48.8,6
27,50,10,400.761904761905,375.52380952381,99.0476190476191,3369.57142857143,33253,59.97035074,47.6,19
34,32,6,109.380952380952,90.4761904761905,9.14285714285714,1271.28571428571,16426,43.1945754,46.7,11
36,94,12,46.9523809523809,126.047619047619,48.1428571428571,1404.09523809524,26516,61.55797169,48.8,14
51,2388,1651,3839.04761904762,6741.38095238095,915.47619047619,94019,1110356,2120.621171,54.2,2385
0,13,0,20.4761904761905,24.5238095238095,15.2380952380952,240.285714285714,2920,3.179302229,54.6,4
40,422,43,497.095238095238,634.238095238095,177.238095238095,9326,62680,77.04143702,61.2,51
45,152,102,167.285714285714,230.428571428571,51.0476190476191,3740.2380952381,30628,34.94059628,59.5,127
30,10,6,25.9047619047619,21.4761904761905,4.57142857142857,449.619047619048,10725,5.236851523,33.4,6
37,367,54,205.095238095238,208.428571428571,0,7673.80952380952,86715,108.695408,66.5,131
17,37,5,19.7619047619048,103.952380952381,29.5714285714286,1927.14285714286,19717,22.46361085,64.8,8
31,17,122,271.333333333333,184.285714285714,28.047619047619,3381.04761904762,50643,66.76047181,40.1,165
42,432,230,1561.14285714286,1843.66666666667,267,22200.1428571429,172943,377.5313013,51.6,297
40,49,2,34.2857142857143,38.2380952380952,14.4761904761905,573.761904761905,12630,25.64915317,52.2,2
47,291,2,365.809523809524,591.380952380952,210.904761904762,5718.7619047619,72999,92.06069398,34.9,5
33,40,16,115.904761904762,194,33.9523809523809,3532.09523809524,35529,37.85096467,67.5,23
39,16,9,162.333333333333,103.380952380952,21.4285714285714,1345.2380952381,21578,28.76168552,42.7,18
50,483,1807,2960.2380952381,2431.90476190476,297.095238095238,45828.9523809524,579234,1396.123777,51,2752
48,564,155,773.952380952381,1640.52380952381,369.809523809524,23126.2380952381,128331,1076.560914,48.6,197
37,25,41,65.4285714285714,100.761904761905,24.3333333333333,1362.28571428571,24602,80.0993292,52.8,75
43,1112,161,1119.09523809524,1598.19047619048,308.142857142857,20430.1904761905,178124,197.5573517,50.4,202
36,21,1,15.2857142857143,63.4761904761905,31.8571428571429,266.095238095238,2636,2.45972419,46.4,1
63,872,500,1796.2380952381,3047.85714285714,641.333333333333,39290.0476190476,601592,830.6252419,36.3,620
26,25,4,29.2380952380952,58.0952380952381,15.952380952381,451.952380952381,4636,6.462482399,44.5,4
30,43,3,161.047619047619,65.7619047619048,16.5238095238095,953.571428571429,29649,40.44859212,36.8,7
50,1632,144,1508.19047619048,3303.33333333333,811.333333333333,33316.6666666667,232751,252.5754753,63.3,189
35,25,4,26.5714285714286,54.6666666666667,11.3809523809524,663.190476190476,11137,47.51218688,48.8,10
47,533,426,1105.47619047619,1981.66666666667,58.2857142857143,34768.0476190476,284014,527.1116676,56.5,459
43,14,1,19.8095238095238,20.2857142857143,0,354.571428571429,7199,1.589958081,38.3,1
53,1957,2072,2693.66666666667,3435.80952380952,313.238095238095,60960.7619047619,759297,2837.174357,54.3,2751
30,30,20,80.6190476190476,121.619047619048,65.0476190476191,1712.38095238095,18705,12.46400589,58.5,22
55,78,47,0,0,0,0,35470,52.54803597,34.3,60
31,32,26,107.666666666667,102.190476190476,24.8095238095238,1133.04761904762,19222,34.33142761,64.2,29
20,52,2,44.1904761904762,57.7142857142857,18.8095238095238,560.190476190476,14581,41.83418905,49.3,1
24,14,7,30.2857142857143,41.0476190476191,17.4285714285714,643.142857142857,23175,36.18861616,47.4,12
53,47,71,151.428571428571,202.095238095238,0,2523.52380952381,47744,116.2104903,54.4,147
39,106,17,180.857142857143,453.857142857143,92.9047619047619,4767.38095238095,60813,140.1356839,51.7,21
29,25,5,140,171.904761904762,52.9523809523809,2046.04761904762,27203,63.99790884,47.4,17
43,54,382,154.047619047619,148.52380952381,0,2791.04761904762,29524,61.16506138,60.3,413
34,70,6,237.190476190476,115.952380952381,65.5238095238095,2224.42857142857,40596,93.16488432,34.4,16
47,50,32,0,0,0,0,48910,52.47828585,49.1,39
11,40,1,77.0476190476191,99.0952380952381,25.2380952380952,1657.14285714286,25388,36.67540885,46.4,2
30,32,14,12.9047619047619,28.7142857142857,0,598.809523809524,26998,6.815638955,38.3,16
52,1301,6495,1532.28571428571,2401.2380952381,927.47619047619,46099.7142857143,390144,2302.801758,70.2,6787
37,50,12,81.9047619047619,111.857142857143,33.6666666666667,2592,34877,36.62329373,29.8,17
45,181,64,100.904761904762,168.857142857143,45.3333333333333,1496.42857142857,22124,40.04156635,59.1,75
40,132,64,368.285714285714,390.380952380952,45.2857142857143,4962.57142857143,117124,123.0754588,37.5,80
46,1920,1989,2400.71428571429,5274.38095238095,1228.09523809524,54566.4761904762,440059,966.4233285,69,2953
36,47,3,121.190476190476,156.714285714286,67.7619047619048,1138.09523809524,12562,21.64286039,49.3,7
22,25,10,20.4761904761905,22.1904761904762,12.9047619047619,261.904761904762,5958,14.94406378,34.8,25
40,240,10,158.333333333333,656.666666666667,237.666666666667,6232.38095238095,38284,53.1410356,57.9,10
49,577,80,558.666666666667,1175.7619047619,233.428571428571,14229.7619047619,161300,61.2493094,35.7,83
36,346,16,117.285714285714,258.285714285714,55.1428571428571,3377.61904761905,52646,49.99743456,64.9,31
33,38,12,99.8571428571429,173.666666666667,63.8095238095238,1966.28571428571,13679,23.89304072,55.2,28
23,40,6,180.380952380952,151.761904761905,42.5238095238095,2331.85714285714,32565,36.99561686,72.1,6
45,77,36,210.666666666667,384.952380952381,71,4902.85714285714,37864,40.09158831,34.9,51
50,165,153,372,318.333333333333,33.2857142857143,7050.33333333333,67006,125.9201376,45.4,300
35,25,16,224.952380952381,154.047619047619,45.4761904761905,1737.19047619048,26234,45.89801068,50.3,41
34,25,25,226.380952380952,101.857142857143,50.3809523809524,1147.90476190476,11164,39.304832,65.8,59
49,1195,681,1680.57142857143,2548.90476190476,37.3333333333333,33222.9523809524,481587,457.5564811,44.4,759
35,25,7,56.5714285714286,98.7142857142857,34.4285714285714,768.714285714286,13943,80.75541969,56.9,12
43,46,213,153.190476190476,252.619047619048,4.66666666666667,3990.66666666667,44729,108.7873898,64.8,278
32,47,59,299.190476190476,232.190476190476,47.1428571428571,1937.95238095238,35871,41.64630621,30.3,66
47,58,49,1180.09523809524,566.142857142857,116,26255.4285714286,98250,165.8234199,36.2,66
46,737,451,1004.14285714286,1170.95238095238,230.095238095238,14686.8571428571,228671,188.6209749,29.7,713
50,1325,6505,0,0,0,0,607186,965.5842049,46.7,7829
32,89,17,291.285714285714,340.619047619048,55.1428571428571,4563.14285714286,44142,71.52802058,55.3,21
31,44,3,81.4761904761905,117.52380952381,50.6190476190476,1986.7619047619,14271,27.02867562,49.6,6
39,45,11,139.52380952381,59.7142857142857,8.71428571428571,1047.42857142857,24558,45.29608719,35.8,11
41,1185,334,6082.38095238095,5218.85714285714,767.142857142857,87738.5714285714,868707,552.999787,76.2,417
42,53,98,0,0,0,0,49402,77.94100684,43.3,99
25,52,1,141.285714285714,383,120.238095238095,2940.80952380952,32149,50.5864049,33.6,1
32,108,17,299.714285714286,488.47619047619,128,5397.57142857143,44249,90.75898198,52.1,34
28,74,4,280.095238095238,233,72.1428571428571,2699.80952380952,35893,73.03021597,35.5,15
43,73,20,312.666666666667,336.380952380952,138.809523809524,3422.52380952381,38087,92.56780637,41.6,25
35,140,1111,504.142857142857,726.142857142857,119.52380952381,9081.28571428571,61353,112.3137724,55.8,1409
50,1778,1091,1274.95238095238,2757.66666666667,134.904761904762,26274.1904761905,367601,520.7106757,39.3,1236
6,14,0,70.2857142857143,27.2857142857143,0.285714285714286,686,10916,10.88154082,54.2,1
40,33,39,681.380952380952,470.52380952381,0,11768.2857142857,97238,224.6120107,34.2,135
43,25,4,61.8095238095238,80.7619047619048,37.5238095238095,606.761904761905,16526,15.28313495,53.2,4
35,36,33,235.333333333333,208.714285714286,0,3953.66666666667,45656,113.7443,43,54
37,16,2,32.1428571428571,29.9047619047619,6.66666666666667,396.904761904762,14865,25.24704969,35.9,4
13,21,5,0,0,0,41.3809523809524,5576,3.814081325,51.2,9
36,25,25,120.238095238095,68.2380952380952,0,1393.80952380952,39614,104.3489597,40.4,48
45,721,50,1638.90476190476,1869.85714285714,350.380952380952,23448.5238095238,382067,83.86565702,41.2,61
53,1306,1677,2072.85714285714,2649.80952380952,512.714285714286,32800.0952380952,532403,1023.530728,43.4,4159
44,25,9,202.809523809524,221.095238095238,37.0952380952381,2651.52380952381,45368,53.36446812,35.3,20
25,49,3,41.1904761904762,10.0952380952381,2.23809523809524,296.190476190476,6973,5.426944596,68.7,3
43,52,25,205.047619047619,237.761904761905,97.9047619047619,3920.2380952381,32591,140.44322,56.8,35
29,25,4,61,34.9523809523809,14,478.380952380952,14178,15.51961803,32.9,4
42,267,180,616.809523809524,784.285714285714,274.666666666667,11547.2380952381,187853,238.2122959,43.1,202
43,370,79,654.095238095238,1134.09523809524,123.809523809524,19280.619047619,176832,196.4245204,61.1,116
49,25,14,258.238095238095,231.571428571429,0,2398.7619047619,38459,72.86505241,50.2,14
25,49,16,71.7142857142857,62.1428571428571,29.9047619047619,608.952380952381,21004,41.77714793,50.6,16
50,59,12,475.904761904762,310.285714285714,59.1904761904762,4854.09523809524,75061,39.47878247,41.3,14
49,81,16,122.47619047619,157.761904761905,26.4761904761905,3317.04761904762,39842,82.97603184,35.6,17
43,176,109,950.761904761905,1243.14285714286,233.952380952381,20828.8571428571,169509,400.3324317,55.7,196
