outputdata1,outputdata2,outputdata3,outputdata4,outputdata5,outputdata6,outputdata7,outputdata8,outputdata9,outputdata10,outputdata11,outputdata12,outputdata13,outputdata14,outputdata15,outputdata16,outputdata17,outputdata18,outputdata19,outputdata20,outputdata21,outputdata22,outputdata23,outputdata24,outputdata25,outputdata26,outputdata27,outputdata28,outputdata29,outputdata30,outputdata31,outputdata32,outputdata33,outputdata34,outputdata35,outputdata36,outputdata37,outputdata38,outputdata39,outputdata40,outputdata41,outputdata42,outputdata43,outputdata44,outputdata45,outputdata46,outputdata47,outputdata48,outputdata49,outputdata50,outputdata51,outputdata52,outputdata53,outputdata54,outputdata55,outputdata56
0.015625,0.0273179777165297,0.0178697671458593,0.255555555555556,0.180904522613065,0.451331791701366,0.37910989045531,0.0005941770647653,0.00452315410913289,0.00626488367832936,0.00678042818992441,0.00795630553517567,0.00530957312995946,0.00360490266762797,0.0024532762389045,0.00255102040816327,0.00382409177820268,0.00550204353700622,0.00538407769195014,0.00392779855647149,0.422689518599251,0.0439274998972504,0.0197734364401031,0,0.0973675478005544,0.00619575348443788,0.261924009700889,0.00980392156862745,0.00545901421641186,0.015568047969264,0.00863059093388349,0.00235716191775136,0.00039130314971479,5.70685050334421e-05,0.00091452533904354,0.0045324256538875,0.000312244372908877,0.00817857799050405,0.00858598254034558,0.00192263509836878,0.000386402969316339,0.000340617582253824,0.000192824296049883,0.0025900221283444,0.00545901421641186,0.00582926357006089,0.00516034757345242,0.00438280741921839,0.00590566862755164,0.00545901421641186,0.0102988331358073,0.00559239558177122,0.00641076267378368,0.000987413519317969,0.0128814063148619,192
0.0319148936170213,0.0102319797227382,0.0136716972105144,0.181481481481481,0.180904522613065,0.438021273003545,0.37910989045531,0.0017825311942959,0.0219164853705101,0.029260548329975,0.0333725614448015,0.0372055107198174,0.03072351409106,0.0163704991729929,0.0161470181542442,0.0216836734693878,0.0152963671128107,0.0215745496668256,0.0149515134956765,0.0141475801508575,0.410223532931572,0.0439274998972504,0.0197734364401031,0,0.0973675478005544,0.0312981758316356,0.263540824575586,0.00980392156862745,0.0206013541128089,0.064967905662052,0.0160903876227027,0.0207252349749459,0.00114910854528921,0.000102723309060196,0.0091452533904354,0.0133106413471874,0.00191127069359734,0.0346087205647057,0.0160618418293791,0.0184040919479075,0.00114288202192157,9.5798695008888e-05,0.000958935496737073,0.00898209615771474,0.0206013541128089,0.0202324605752888,0.0168626378634582,0.0144838865364703,0.0285210513364762,0.0206013541128089,0.0381757582465218,0.0210757073124135,0.0334263810781737,0.00258526724329416,0.0397138875209436,282
0.00769230769230769,0.0413337489201599,0.0133110529195895,0.572222222222222,0.261306532663317,0.261513391900172,0.37910989045531,0.000198059021588433,0.00234205034853261,0.0033644745679917,0.0038066355859322,0.00425531914893617,0.00354205340902183,0.00313838585181729,0.00133815067576609,0.00212585034013605,0.00382409177820268,0.00246212020007287,0.00481707122353467,0.00180545305196619,0.244917439557778,0.0439274998972504,0.0197734364401031,0,0.0973675478005544,0.00356659896234598,0.265966046887631,0.00980392156862745,0.00254575743240453,0.00446853671781804,0.0100510337758897,0.000933969816467519,5.85576896580231e-05,1.14137010066884e-05,0.00191827266238401,0.00154066642780365,0.000226009343218075,0.0023521051244466,0.00996835417320198,0.000870627214355675,6.53075441098038e-05,1.0644299445432e-05,0.000366790470236698,0.000887648360490847,0.00254575743240453,0.0024273359006906,0.00221772934658803,0.00227774302810003,0.00320598497736691,0.00254575743240453,0.00472736789194324,0.00249603809525745,0.00383583654461526,0.00145821531639568,0.016249096403063,130
0.0140845070422535,0.025074441726605,0.0147853708791209,0.403703703703704,0.201005025125628,0.350368303338537,0.37910989045531,0.000198059021588433,0.00236979976024508,0.00297978872809428,0.0028244240257095,0.00274557756582702,0.0029926259825399,0.00148437168667034,0.00111512556313841,0.00170068027210884,0.00191204588910134,0.0022166107665139,0.00312243862456579,0.00143435531149277,0.328133236454816,0.0439274998972504,0.0197734364401031,0,0.0973675478005544,0.00281772093248784,0.263540824575586,0.00980392156862745,0.00222341564057831,0.00631243804145562,0.00409819181910611,0.000118599341773653,2.54898178511395e-05,0,0,0.000716589036187746,0.0001117785811395,0.0033261080005699,0.00407803695101317,9.67363571506306e-05,2.51706159589869e-05,0,4.24307741919059e-06,0.000470227318446993,0.00222341564057831,0.00201049891353456,0.0021552884232375,0.00190505532238418,0.00271915677815327,0.00222341564057831,0.00420934229194816,0.00228771735855403,0.00288538787292855,0.00103288167831575,0.011825451417236,71
0.0188679245283019,0.00724877301681228,0.00572600808596659,0.244444444444444,0.175879396984925,0.383439533944042,0.37910989045531,0.000198059021588433,0.0048061981086001,0.00890883556206875,0.00803874530394242,0.00913670824162387,0.00778550353270145,0.00106026549047882,0.00111512556313841,0.00255102040816327,0.00382409177820268,0.00572360565781982,0.00534149898343333,0.0036609417543333,0.35910586827371,0.0439274998972504,0.0197734364401031,0,0.0973675478005544,0.00787591868400657,0.261115602263541,0.00980392156862745,0.00570114192179285,0.0188850395406456,0.000675616664991357,0.00183828979749162,0.000136404971203395,0.000205446618120392,0.00388115631691649,0.00366356144750985,0.00107507699337278,0.0106110788392862,0.000700531656391661,0.00170497829477986,0.00013469680972647,0.000191597390017776,0.000206024981354032,0.00235113659223496,0.00570114192179285,0.00597448419784428,0.00495508200933456,0.00421012878223671,0.00725462531046362,0.00570114192179285,0.0100513490954535,0.0057336472032433,0.00834570187502553,0.00109809672746485,0.0150802963104769,53
0.0170454545454545,0.137336679123724,0.098005220267994,0.787037037037037,0.236180904522613,0.222608115003974,0.37910989045531,0.0005941770647653,0.000971229409936509,0.00111131464859254,0.00112252749739737,0.0014217004972691,0.00134434370309409,0.00258704779676831,0.00133815067576609,0.00212585034013605,0.00191204588910134,0.00100321428352312,0.00256181896242784,0.000933998807483665,0.20848114430625,0.0439274998972504,0.0197734364401031,0,0.0973675478005544,0.00124376864979523,0.26677445432498,0.00980392156862745,0.00101772860049097,0.000831880425838537,0.0065032223619229,0.00180863996204821,3.85791837746976e-05,0,4.46109921484654e-05,0,1.04217689910685e-05,0.000435717834528633,0.00641449694187863,0.00147522944654712,3.80960673973855e-05,0,2.35726523288366e-06,0,0.00101772860049097,0.000949850476538801,0.00105934256167118,0.000690714547926707,0.00106571118518768,0.00101772860049097,0.00196526922728104,0.00109978105998672,0.0013725677092553,0.00101084986687914,0.0127739573335417,176
0.0332480818414322,0.15717330287103,0.218775406504065,0.453703703703704,0.241206030150754,0.284202698677978,0.37910989045531,0.00257476728064963,0.00309128446476935,0.0025340416437687,0.00340831937717829,0.00324121627129698,0.00254139409611005,0.00305356461257899,0.0019626209911236,0.00297619047619048,0.00382409177820268,0.00194745088772293,0.00335733116655017,0.00178043522676574,0.266166602555883,0.0439274998972504,0.0197734364401031,0,0.0973675478005544,0.00292932146108951,0.268391269199677,0.00980392156862745,0.00197564324022525,0.00389915743901173,0.00743755077424022,2.96498354434133e-05,0.000159139133070627,0,0,0.00140630598351845,1.36913435765018e-05,0.00200468762983572,0.00735883311905625,2.41840892876577e-05,0.000157146278014215,0,0,0.000812210822772078,0.00197564324022525,0.00202663453884383,0.00169595289514159,0.00150068916168249,0.00304842966925777,0.00197564324022525,0.00382082309195185,0.00193560450358947,0.00282955922602432,0.00125029791141089,0.0113259199368855,391
0.0197368421052632,0.0105223103674146,0.00869446102957659,0.361111111111111,0.236180904522613,0.345317719725238,0.37910989045531,0.0005941770647653,0.0113772588021134,0.0141845270806619,0.0159507536323722,0.0157234857748431,0.0155873729887449,0.0206115611349082,0.0194031847986083,0.0127551020408163,0.0286806883365201,0.0113083762752191,0.0154127828379419,0.00891885468396232,0.32340328532148,0.0439274998972504,0.0197734364401031,0,0.0973675478005544,0.0149206058446351,0.261115602263541,0.00980392156862745,0.0113906973644325,0.0313673827657843,0.0194594077972755,0.00336525632282741,0.000733693405715231,0.000102723309060196,0.000847608850820842,0.0112638839125761,0.000858876373911002,0.0164921128324108,0.019241052780428,0.00426849175927158,0.000724505567468135,9.5798695008888e-05,0.000801941632227022,0.00687990343995172,0.0113906973644325,0.0110582818786171,0.0110506080095197,0.00932278295848197,0.0139746247439726,0.0113906973644325,0.0212940033541005,0.0113542422993732,0.0156401911790738,0.00102809936201834,0.0137864268289147,152
0.0705882352941176,0.0800149674544885,0.23646037140013,0.346296296296296,0.195979899497487,0.303613603036724,0.37910989045531,0.0047534165181224,0.00389601740443103,0.00456127495878366,0.00536368985651564,0.00549767669356811,0.00488405912306707,0.00487722125620255,0.00374682189214506,0.00637755102040816,0,0.00332640048733771,0.00438631662237298,0.0024892736074453,0.284345571369549,0.0439274998972504,0.0197734364401031,0,0.0973675478005544,0.00493274336419409,0.261115602263541,0.00980392156862745,0.00334235263162117,0.00709129173128908,0.0109738272695364,0.00143801701900554,0.000279010168370581,0,0.000401498929336188,0.00155410247223217,0.000156939580100797,0.00375315003750837,0.0108241080411607,0.0011729283304514,0.000275516201713235,0,8.25042831509282e-05,0.000872560852947093,0.00334235263162117,0.00310503216367978,0.00321750183195927,0.00228768136691912,0.00465761815320395,0.00334235263162117,0.00633793561418314,0.00341061693932125,0.00513623551518948,0.000993241747870778,0.0107101800945029,340
0.0606060606060606,0.0100286691622972,0.025445014420122,0.301851851851852,0.180904522613065,0.320460896106779,0.37910989045531,0.000396118043176867,0.00265839364205479,0.00322403370580692,0.0053772688181777,0.0048650851879025,0.00452167082049388,0.00254463717714916,0.00200722601364914,0.00340136054421769,0.00191204588910134,0.00257601836937008,0.0029663166933375,0.00173039957636483,0.300123947514639,0.0439274998972504,0.0197734364401031,0,0.0973675478005544,0.00432625221565532,0.259498787388844,0.00980392156862745,0.00255278854368553,0.00891826962854207,0.00104391013968787,0.00349868058232277,2.89343878310232e-05,0,0,0.000806162665711215,8.13306678126526e-05,0.00462342893355361,0.00102966775945271,0.0028537225359436,3.74157804795751e-05,0,4.24307741919059e-05,0.000523033594850131,0.00255278854368553,0.00225360900152751,0.00214165189974715,0.00156590951018276,0.0038804633188229,0.00255278854368553,0.00487704962131867,0.00266345683365691,0.00466101117934612,0.00101726725074611,0.0122510928569416,33
