train1,train2,train3,train4,train5,train6,train7,train8,train9,train10,train11,train12
0.310151878497202,0.01612903226,0.139784946236559,0.345827294188914,0.00776785437084105,0.00170273536196858,0.00611925430482425,0.36246872243524,0.00137895515632331,0.00638389070255342,0.00574235932677197,62
0.862800668556064,0.1315789474,0.0967741935483871,0.335415028499001,0.00995767316230117,0.00274634735801384,0.00707746311844789,0.402855034112797,0.0014851016816708,0.00920741317749751,0.00769424283804601,38
0.510464355788097,0.04347826087,0.0967741935483871,0.345844575957694,0.0433568942380997,0.0171372075140064,0.0343057729709217,0.348337563680222,0.00150710500473379,0.0427290132488657,0.0465332512058841,345
0.364326720441828,0.2,0.209677419354839,0.196606497308364,0.00249131558158869,0.00318576293529606,0.0018784687633414,0.154587676189448,0.000818762573816009,0.00171930675621892,0.00108596767727093,5
0.000327011118378025,0.06060606061,0.123655913978495,0.18544429381008,0.00773887756263648,0.00296605514665495,0.00389924576632987,0.14115857500315,0.00122565908956987,0.0049297258968259,0.0053329209293627,33
0.311932272363927,0.08333333333,0.102150537634409,0.295847964093942,0.00222638476371828,0.00120839283752609,0.00125231250889427,0.307348202552609,0.00087929692252219,0.00155926439476707,0.000612264677032039,12
0.963592762153913,0.1666666667,0.236559139784946,0.221529991372759,0.00439274613901279,0.0125233439525431,0.00350078269531806,0.12818851145794,0.000899727777532186,0.00309632195469155,0.00180073392258642,6
0.472603735193663,0.1428571429,0.112903225806452,0.193539892916703,0.00709034899805786,0.00274634735801384,0.00459181253261231,0.307618224694425,0.00168171763362644,0.00480682255226599,0.0035257510818979,14
0.220841508611293,0.02923976608,0.0913978494623656,0.336372802316121,0.0130568117921811,0.00192244315060969,0.010236706038613,0.382846393404259,0.000698334408699137,0.0125684942062176,0.0238927085892718,171
0.854334714046944,0.00911854103,0.150537634408602,0.20854046821769,0.0485520219947773,0.0699769306821927,0.0555571367582183,0.250607549819085,0.00207679482807537,0.0654975278623988,0.0619932892232709,329
0.490698350410581,0.07382550336,0.258064516129032,0.137936711434028,0.00652185161804427,0.00889816543996485,0.0072102841421185,0.0600079206494933,0.00183603709433526,0.00621982813824214,0.00743396646428838,149
0.800741225201657,0.0234375,0.112903225806452,0.224402403257341,0.0268594314336276,0.00747006481379765,0.0179308381955315,0.201121491962341,0.00106452864754411,0.0234787504520335,0.0292519410938725,128
0.310551558752998,0.1013745704,0.139784946236559,0.205471135125695,0.0314667439381552,0.0197187740305394,0.0218300839618614,0.2076740292704,0.00108231990848288,0.0247726814580778,0.0206391592713473,582
0.799723857277814,0.0625,0.123655913978495,0.170191768511617,0.0125407486365377,0.00318576293529606,0.00866182818651867,0.144848877607964,0.000828583033913806,0.0108371268414204,0.00431793771766203,32
0.654712593561514,0.03333333333,0.166666666666667,0.149319030092562,0.0107690237920293,0.00175766230912886,0.00465822304444761,0.133327932890497,0.000974470629291447,0.00527718628682003,0.00456960130959714,30
0.636617978344597,0.02857142857,0.193548387096774,0.158748963662352,0.0168872698672241,0.00170273536196858,0.0129974858877662,0.24049072023906,0.00386705948209231,0.011946319954162,0.00523288015588567,105
0.65427657873701,0.0347826087,0.193548387096774,0.100156945747525,0.00567462494006285,0.000494342524442492,0.00363360371898866,0.0808626307357203,0.00151681525914658,0.00374108591805257,0.000800136895908001,115
0.382057989971659,0.07053941909,0.236559139784946,0.222341779722027,0.00633833183274862,0.00225200483357135,0.00582515060955363,0.162085290993861,0.00174403761587726,0.00519065620622645,0.00343347127665656,241
0.635963956107841,0.08333333333,0.193548387096774,0.143689721304191,0.0491343178548883,0.0304844556739536,0.0390019448792752,0.220329066983493,0.00182044656283941,0.0371964483613557,0.0286936246106739,528
0.963556427585205,0.08333333333,0.209677419354839,0.234283936732354,0.0496669391866486,0.0712402504668791,0.040406052843793,0.139304422962683,0.00207195917061928,0.0355324672540119,0.0406063322686294,216
0.727963084078192,0.1044776119,0.134408602150538,0.246073286523995,0.0233201212886401,0.00576732945182907,0.0194203311038376,0.317969073464024,0.00202316268966277,0.0198555904845244,0.0138317490231591,67
0.41861056609258,0.02870813397,0.161290322580645,0.143762031863034,0.0339615091397683,0.0208722399209052,0.0307860158436507,0.32498964915123,0.00109863629934426,0.0286600261849213,0.0285688812431784,418
0.854879732577574,0.08108108108,0.150537634408602,0.191986352860064,0.00504541424762062,0.00181258925628914,0.00436411934917698,0.230742920919515,0.000988009658163027,0.00415516681257451,0.00557729678283259,37
0.47296708088075,0.01754385965,0.139784946236559,0.147314344914089,0.0188839099373204,0.0103811930132923,0.0119538921303543,0.243307951252003,0.00340957192410208,0.0122047615665544,0.0105262390764372,57
0.637526342562314,0.04309063893,0.145161290322581,0.22684413527259,0.0351895738684384,0.0218059980226299,0.0290213936720269,0.331659196054076,0.00054027878918861,0.0296310008945909,0.0180961171308041,673
0.856405784463338,0.02763104429,0.155913978494624,0.130953057713376,0.134468258321346,0.141711523673514,0.14436696551397,0.157503915321056,0.00196661959381729,0.16033947358698,0.114789073919626,2461
0.219642467843907,0.04,0.209677419354839,0.0777152046366076,0.00486741385436394,0.00263649346369329,0.00349129547934159,0.0826897805620061,0.000980043992634931,0.00398516966308977,0.00350303605291542,50
0.856551122738173,0.0625,0.0806451612903226,0.219671291662138,0.00829357646255265,0.00258156651653301,0.00333950002371804,0.263964645100898,0.00178844545811948,0.00477906400871274,0.00676406240121329,32
0.383511372720006,0.05610561056,0.236559139784946,0.214074272494382,0.00600440861439112,0.00230693178073163,0.00488591622788293,0.154227646667027,0.00179494275393886,0.00428304755115086,0.00335747057551933,303
0.945643485211831,0.04040948276,0.209677419354839,0.262232649900016,0.156823175927172,0.147808414808305,0.208177980171719,0.437192849813685,0.00508520529679916,0.164586722188859,0.103252962513009,1856
0.655148608386018,0.03335750544,0.118279569892473,0.301697842825951,0.0511143997488677,0.0860705262001538,0.0553199563588065,0.295944267429929,0.00063387296042985,0.0586480593810764,0.0467439330996966,1379
0.63679965118814,0.03225806452,0.188172043010753,0.198722604417129,0.0167368664341623,0.00768977260243876,0.0148000569232959,0.294009108746917,0.00172048526858097,0.0136413140549929,0.00654524095534869,310
0.218225419664269,0.04113924051,0.10752688172043,0.277649806785277,0.0126594155653755,0.00351532461825772,0.0123238935534367,0.314701805548055,0.000328112240566144,0.0146995845981817,0.0163648533385225,316
0.860039241334205,0.02229845626,0.0752688172043011,0.204737569519326,0.0031067277939335,0.00131824673184664,0.00277975428110621,0.246044175622401,0.00193673242585985,0.0041540181831861,0.00410706653194131,583
0.367197151369813,0.0612244898,0.139784946236559,0.270411929150205,0.00400776854429485,0.00170273536196858,0.00321616621602391,0.227898687692391,0.000511700402401639,0.00343842207420644,0.00523590882641667,49
0.708814766368723,0.0234375,0.0806451612903226,0.422786194049705,0.0236871608592314,0.00461386356146325,0.0189649447369669,0.400469838526759,0.00191525294039161,0.0261519939153273,0.0364277133953933,128
0.908364217716736,0.01538461538,0.134408602150538,0.0699156695161878,0.00987764197773615,0.00324068988245633,0.00602438214505953,0.147882126334359,0.00102491592411476,0.0062485438729524,0.00308839212803099,780
0.709432454036771,0.03614457831,0.0967741935483871,0.296173589000427,0.0117059405906439,0.00329561682961661,0.00758028556520089,0.27038217133805,0.00230721724105424,0.0104584620197078,0.0107663558619729,83
0.982014388489209,0.03260869565,0.0860215053763441,0.293896943355365,0.0185693045910993,0.00302098209381523,0.0125610739528485,0.354467066299437,0.00152219853968651,0.0161861024650161,0.0107817831524902,92
0.545745222004215,0.1290322581,0.0430107526881721,0.182011134006928,0.00321573578670309,0.00230693178073163,0.00125231250889427,0.211931378373027,0.00640957017294525,0.00205374934647774,0.001730601270603,31
0.691846522781774,0.04347826087,0.161290322580645,0.262007077339099,0.0145235902265365,0.00433922882566187,0.0127982543522603,0.273946463610016,0.00127543740948018,0.0116993646356538,0.0078981102231638,23
0.859167211685197,0.04347826087,0.182795698924731,0.12553749711781,0.00589264092560204,0.00444908271998242,0.00369052701484749,0.15100538244136,0.00179986984796819,0.00448214331180866,0.0046256317144206,23
0.857641159799433,0.01075268817,0.0913978494623656,0.312710422589273,0.0293528167872309,0.0263100076897726,0.0320762772164508,0.3756098000036,0.00127029480530693,0.0390625882410598,0.0554563771118825,279
0.981033355134075,0.25,0.182795698924731,0.123062111131778,0.00773611786661699,0.00159288146764803,0.00363360371898866,0.148971215639682,0.00185413152686857,0.00382321291932391,0.00766689015731293,4
0.491861056609258,0.08154506438,0.198924731182796,0.208695549353321,0.0173219219902928,0.0472371745578381,0.0145533893079076,0.12266205828878,0.00140448431417488,0.0147830516670728,0.0244782831072494,699
0.491788387471841,0.032,0.139784946236559,0.303270938568315,0.00857230576052048,0.0109853894320554,0.0103505526303306,0.206404925203867,0.00139447142067448,0.010214569712902,0.0177273764936551,125
0.964791802921299,0.03703703704,0.225806451612903,0.268900683948739,0.0230979657590716,0.016478084148083,0.0186898154736493,0.169474896941549,0.000875013697471282,0.0163591626262033,0.0169310254359109,54
0.656819998546617,0.01764705882,0.247311827956989,0.0999377401540533,0.0261377709245327,0.0154893990991981,0.0276172857075091,0.0806286115461468,0.00196382251393437,0.0255263737751064,0.0146003688163539,680
0.200203473584769,0.03448275862,0.112903225806452,0.380930204848082,0.15491070658567,0.0481709326595628,0.0577961197286656,0.397832622275027,0.00355106608495949,0.0696490573485767,9.92836058442741e-05,1334
0.222730906184144,0.08913043478,0.247311827956989,0.092653929396698,0.0066584565710087,0.00362517851257827,0.00714387363028319,0.100025202066569,0.000957308621232645,0.00579100649990227,0.00554738866133898,460
0.00159872102318145,0.0126984127,0.118279569892473,0.382589254650956,0.0707799935837067,0.0748654289794573,0.0589725345097481,0.335781534085795,0.00168597770084362,0.0684311273203989,0.112346640428284,315
0.348085168229053,0.015625,0.0860215053763441,0.169338140090566,0.00892140730698514,0.00609689113479073,0.00965798586404819,0.185487209951216,0.00145187771239236,0.0143950063720215,0.0134776785088946,64
0.746130368432527,0.09303860112,0.112903225806452,0.296269548295495,0.127356521679137,0.0565198286279249,0.0904890659835871,0.358418390308005,0.00234815345122448,0.103040670860823,0.0672139600510785,3031
0.657256013371121,0.04166666667,0.112903225806452,0.479649125519761,0.0376098272775254,0.0112050972206965,0.0393434846544282,0.485850839768861,0.0013326595235448,0.0433783717297803,0.0363042004253011,408
0.383257030739045,0.2103174603,0.263440860215054,0.14815933245075,0.017705519737001,0.0133472481599473,0.0188605853612257,0.0915825097658008,0.0017741573104128,0.0159558022726398,0.00954428730271524,252
0.128915049778359,0.0350877193,0.134408602150538,0.364087756821865,0.00423682331391197,0.00170273536196858,0.00410796451781225,0.563311191517704,0.00226748778237794,0.00340894058657057,0.00363099738285008,57
0.563585495240171,0.01639344262,0.236559139784946,0.165440191663911,0.0174295501350526,0.00170273536196858,0.00906977847350695,0.185253190761642,0.0411610945585074,0.00834728120380955,0.000427137190824794,61
0.293801322578301,0.0625,0.161290322580645,0.196303156787938,0.00644595997750848,0.00203229704493024,0.00435463213320051,0.27056218609926,0.0017993401971279,0.00415995276835955,0.00215603483425411,16
0.200021800741225,0.04468864469,0.112903225806452,0.270591568588839,0.419430329749178,0.292760628364276,0.33124614581851,0.27678169609908,0.00213212333511448,0.365464964219237,0.447595860261685,6825
0.00167139016059879,0.09401709402,0.150537634408602,0.146741317844018,0.00856402667246203,0.0059321102933099,0.0048289929320241,0.102950441936239,0.0015195916182934,0.0057169199043498,0.00986996403075161,117
0.418174551268076,0.02255639098,0.209677419354839,0.0678118415589247,0.00911320618033924,0.00461386356146325,0.00754233670129501,0.200113409299563,0.00130505234476519,0.00615646208364817,0.0032815645203362,133
0.291330571906111,0.00898203593,0.166666666666667,0.243590169220351,0.0170942470686854,0.0125233439525431,0.0231108581186851,0.331452179078684,0.00159985103572199,0.0199283370124571,0.0166990482024273,334
0.128515369522564,0.00515463918,0.0860215053763441,0.137381875699514,0.00501505759140631,0.00170273536196858,0.0030833451923533,0.24049072023906,0.00449793652653999,0.0041325771012691,0.00423711007286603,582
0.983576774943681,0.1111111111,0.118279569892473,0.219430256465997,0.0199022377685098,0.0157640338349995,0.0116028651392249,0.264891721121132,0.00221985019757306,0.0140079182681272,0.0113664112109268,9
0.00207107041639416,0.00925925926,0.118279569892473,0.323590660386411,0.0191502206032006,0.00263649346369329,0.0131208196954604,0.277537758096164,0.0013210212437788,0.0166941795311563,0.0207387268150539,108
0.527977617905675,0.02564102564,0.10752688172043,0.263989023348124,0.0232704467602894,0.0186751620344941,0.0198852046866847,0.267843963204983,0.00788388121755674,0.0221840536930636,0.0103508601235016,39
0.50901097303975,0.00769230769,0.053763440860215,0.262146241056116,0.0278046273203007,0.0758541140283423,0.0208908495801907,0.258204172742165,0.0015995788008871,0.033772192716273,0.0405214348478074,130
0.0753578955017804,0.00925925926,0.155913978494624,0.204285514830714,0.00503713515956217,0.00368010545973855,0.00334898723969451,0.13753127756476,0.00197963986634539,0.0041103702664265,0.00345807922472092,108
0.835695080299397,0.025,0.134408602150538,0.241383105433797,0.0203092929313836,0.0137866637372295,0.0121815853137897,0.218024878039999,0.000736698971599334,0.014486705284863,0.017524171630216,40
0.311387253833297,0.02791461412,0.123655913978495,0.247517678567287,0.0559273096068468,0.0536636273755905,0.0461742801574878,0.254045831758204,0.00115204597745162,0.0515233027229983,0.0455917132545601,1218
0.800959232613909,0.04867256637,0.220430107526882,0.0858403646635126,0.00840396430333199,0.00170273536196858,0.00629951140837721,0.0572896977552159,0.00189253829080666,0.00606706042958356,0.00339750581410096,226
0.383184361601628,0.08532423208,0.263440860215054,0.311800401027992,0.00471149102926313,0.00274634735801384,0.00542668753854181,0.247106262713542,0.000479026289762695,0.00406901960844373,0.0026896487234343,293
0.201075503233777,0.05376344086,0.118279569892473,0.231597076470462,0.121617733806621,0.0511369878062177,0.0517148142877473,0.234001188097424,0.0021111460031269,0.0641815814597433,0.0362189244206627,279
0.075176222658237,0.03703703704,0.231182795698925,0.239108278922291,0.00926498946141083,0.00714050313083599,0.00836772449124804,0.169987939010999,0.00211054405622844,0.00758669711045048,0.00979330080793572,162
0.493023762807935,0.1549295775,0.161290322580645,0.206215160750011,0.00485361537426652,0.00164780841480831,0.00385180968644751,0.120465878202013,0.000951678136385926,0.00419020000892102,0.00413621748580216,71
0.473294091999128,0.074933687,0.0645161290322581,0.293437612132529,0.22649860117908,0.233109963748215,0.165580380437361,0.446598621086929,0.00169378106312943,0.236498196556141,0.206485008270163,7540
0.0925078119322724,0.1666666667,0.290322580645161,0.0887468853022649,0.0144201016258059,0.00340547072393716,0.0110241449646601,0.190014581195658,0.0158992037804908,0.00831569389562826,0.00470238958319058,6
0.747220405493787,0.2121212121,0.172043010752688,0.23150748414284,0.00747946613680503,0.0028562012523344,0.00582515060955363,0.280372990585228,0.00100704990352998,0.00526187122830789,0.00181407900211363,33
0.382166993677785,0.1465968586,0.182795698924731,0.229132150502376,0.00442034309920762,0.0377897396462705,0.00351026991129453,0.168538820183255,0.000863141668794045,0.00371332737449932,0.00136782332856192,191
0.0908364217716736,0.03050180387,0.0913978494623656,0.416215028862828,0.297915394619283,0.2183346149621,0.241373748873393,0.677710572266926,0.0016579928092324,0.314647494255417,0.185951947113355,3049
0.746384710413487,0.03773584906,0.182795698924731,0.165699872978999,0.0321635671830748,0.0242227836976821,0.0223518808405673,0.201067487533978,0.00169044004770548,0.0215421613031736,0.0164390557665319,106
0.200784826684107,0.04424778761,0.172043010752688,0.177752997136229,0.0694125642060527,0.0331758760848072,0.0301788340211565,0.174929344206225,0.000885714513138956,0.0349554724245671,0.0362436270146811,113
0.655402950366979,0.03100775194,0.112903225806452,0.298552106124613,0.0131175251046097,0.0828298363176975,0.00958208813623642,0.292586992133355,0.00115688116727473,0.0112512077359424,0.00726852533653262,258
0.363636363636364,0.1,0.145161290322581,0.241823335754297,0.00505369333567907,0.00219707788641107,0.00363360371898866,0.199501359111447,0.000657370950933931,0.00383680503375343,0.00299876240950427,10
0.636690647482014,0.09307084002,0.155913978494624,0.210474207187488,0.474026775950629,0.261562122377238,0.485897253450975,0.309742398876708,0.000164003002916121,0.497862879303747,0.333869849698439,54249
0.201729525470533,0.05953693495,0.150537634408602,0.222630112390619,0.184244895424769,0.0975502581566517,0.115288648546084,0.224163381397275,0.0036158644841427,0.127989666930022,0.127839331299833,907
0.0922898045200203,0.04177279674,0.0483870967741936,0.544255198970007,0.162621297264106,0.112215753048446,0.0949006214126465,0.868400208817123,0.00101140448450756,0.14660971506908,0.100236028080319,1963
0.491933725746675,0.03037974684,0.193548387096774,0.179572585475401,0.00470459178921442,0.00164780841480831,0.00365257815094161,0.0968749437453871,0.0011576381342346,0.00435866565255454,0.00336816556833192,395
0.709359784899353,0.03846153846,0.0913978494623656,0.260238424739489,0.0134804251311718,0.0215313632868285,0.00785541482851857,0.233461143813793,0.00228969707965643,0.0118860169112705,0.0176465488488591,26
0.860475256158709,0.1134020619,0.155913978494624,0.185288303107671,0.00581398958904677,0.00280127430517412,0.00424078554148285,0.22270526183147,0.0016044362067906,0.00446778544445353,0.00540163389203471,194
0.327810478889616,0.01666666667,0.102150537634409,0.189820219578516,0.0124041436835733,0.00752499176095793,0.00686874436696551,0.223830354089035,0.00179114414478045,0.00901980371072381,0.00765553264282169,60
0.857205144974929,0.00900900901,0.150537634408602,0.172582110003916,0.00626657973624205,0.00120839283752609,0.00431668326929463,0.207458011556948,0.00151411118362375,0.00526991163402677,0.000899609793660463,111
0.745040331371267,0.07616396761,0.155913978494624,0.268253981969658,0.0953109315008952,0.06745029111282,0.0838480148000569,0.324656621842991,0.00208900585606115,0.0797416809080758,0.055583202690368,3952
0.308916503161107,0.06995884774,0.0698924731182796,0.316014423909964,0.0176337676404944,0.0136768098429089,0.0112044020682131,0.329589026300157,0.000951795349537568,0.0156579243845787,0.0153909464708985,486
0.292711285517041,0.06046511628,0.155913978494624,0.270242294946129,0.0292672662106269,0.0221355597055916,0.03487500592951,0.365771993303451,0.00286949284951397,0.0331412123055729,0.0363662881711865,215
0.86181963520093,0.02857709863,0.118279569892473,0.296801190077172,0.298845412177849,0.374107437108646,0.352070584886865,0.356519234577235,0.00178748651047566,0.386681297652565,0.440101604324639,5039
0.692028195625318,0.08952959029,0.220430107526882,0.281281706929398,0.0731836888166768,0.0502581566516533,0.0779469664626915,0.295368220194056,0.00122459742485606,0.0586970675683152,0.044262032245498,659
0.294273671971514,0.0350877193,0.204301075268817,0.124153591265248,0.0167975797465909,0.0181808195100516,0.0154926236895783,0.177656567838563,0.000991512081028288,0.0128640748355019,0.0163554833890672,57
0.309425187123029,0.0303030303,0.0806451612903226,0.282716548521522,0.00910630694029053,0.00263649346369329,0.00599592049713012,0.292866015013231,0.000901366295364254,0.00815565153417641,0.00670746412066526,33
0.636363636363636,0.08674698795,0.166666666666667,0.180308879782104,0.218732816580254,0.143798747665605,0.185664816659551,0.26935608719915,0.00271428530674915,0.176077993466979,0.123634211559451,5810
0.617778504469152,0.03731343284,0.268817204301075,0.166797720079915,0.00562357056370241,0.00203229704493024,0.00528437929889474,0.104840596928948,0.00947438541113944,0.00514509390715284,0.00119017287272807,134
0.693081898117869,0.13,0.193548387096774,0.224955419858299,0.0956558935033306,0.0642096012303636,0.0866752051610455,0.232768086983133,0.00141605883367123,0.0714778667731574,0.0772893058022134,700
0.0730688176731342,0.05479452055,0.172043010752688,0.234927000444323,0.00922359402111857,0.00164780841480831,0.00390873298230634,0.166090619430793,0.00124997020948399,0.00481045987866262,0.00463093188784984,73
0.309461521691738,0.1002785515,0.145161290322581,0.153026879062637,0.0264109808304615,0.0245523453806437,0.0205777714529671,0.149835286493492,0.000947174866502766,0.0221137958621392,0.0210890114911546,359
0.857568490662016,0.1818181818,0.0268817204301075,0.344745819290001,0.00112388620393464,0.00137317367900692,0.000464873582847114,0.414051952260085,0.00311930104267707,0.00108449758089079,8.2247334107411e-05,11
0.272981614708233,0.02090592334,0.0967741935483871,0.238542073603053,0.0385619224042472,0.018839942875975,0.0292490868554623,0.242407877445951,0.00160860707071988,0.0406094091507858,0.0272721370261408,287
0.636036625245258,0.0125,0.172043010752688,0.157249542828998,0.0191060654668888,0.00560254861034824,0.0152364688582136,0.238483555651563,0.00191195209166696,0.0148873855031868,0.00685160990874994,80
0.0731778213792602,0.07142857143,0.166666666666667,0.231672570513028,0.00540693442617296,0.00170273536196858,0.00335847445567098,0.163057370704398,0.0011870450577218,0.00398268096608155,0.000441523375847034,14
0.293873991715718,0.01030927835,0.188172043010753,0.13233196094866,0.0134183319707334,0.00615181808195101,0.00983824296760116,0.188187431369372,0.00144511758899985,0.00867808646767173,0.00755331501240051,194
0.727454400116271,0.07826086957,0.182795698924731,0.192191460168479,0.0304097803626931,0.00609689113479073,0.0262511266068972,0.250607549819085,0.00634212066672913,0.0235024887927273,0.0104021582306204,115
0.454799796526415,0.1176470588,0.258064516129032,0.117620627883042,0.00969826173646973,0.00329561682961661,0.00680233385513021,0.116514554193444,0.00155195403138824,0.00584154619299233,0.00324474724419375,17
0.527359930237628,0.05405405405,0.188172043010753,0.248966163661079,0.0246144187217778,0.0140063715258706,0.0216782885062378,0.251417616244532,0.0166103132164247,0.0187571179127413,0.0146340627760113,37
0.909926604171208,0.07536415453,0.0913978494623656,0.230918994437544,0.0655158734265421,0.0518510381193013,0.0510696836013472,0.379219095965869,0.000541613476415055,0.0623208018505185,0.0511900214392015,1579
0.918156383983722,0.03092783505,0.0645161290322581,0.158354211680748,0.00693580602096679,0.0339448533450511,0.00624258811251838,0.274954546272794,1.83889101669212e-05,0.00898611058199711,0.0188291500452597,97
0.922879877915849,0.1006493506,0.102150537634409,0.238260562685296,0.0168858900192144,0.00955728880588817,0.0134244106067075,0.3897679609728,0.000891054447075352,0.0170491060121751,0.0135625759297167,308
0.945316474093452,0.01242236025,0.17741935483871,0.271497497099619,0.0610355069389107,0.0202131165549819,0.054162516009677,0.45076596280895,0.00123385430990905,0.0502282230875656,0.0266244747622778,161
0.220986846886127,0.05263157895,0.220430107526882,0.0450071833036284,0.00203044634633495,0.00104361199604526,0.00160333950002372,0.0447336681607892,0.000696278701703009,0.00167029856898008,0.000967849526562008,19
0.512317418792239,0.08510638298,0.112903225806452,0.17125141380786,0.0093105244457323,0.00560254861034824,0.00645130686400076,0.160321146333999,0.0009329605756131,0.00739468456435455,0.0103568228186095,94
0.945498146936996,0.02941176471,0.268817204301075,0.15912097647451,0.0191184840989765,0.00181258925628914,0.0144869787960723,0.286133462943961,0.00296106293439816,0.011969675418393,0.0053613147155908,34
0.472749073468498,0.02272727273,0.102150537634409,0.147695908177415,0.0033813175478721,0.00170273536196858,0.00204923865091789,0.243838994797573,0.00164349907817569,0.00227964645953178,0.0010339124025194,44
0.854952401714992,0.04641350211,0.263440860215054,0.0871337686216743,0.0747442969156947,0.0725584971987257,0.097063706655282,0.104921603571493,0.00169655451051763,0.0807195473940758,0.102647796282534,711
0.837911488990626,0.03389830508,0.129032258064516,0.197038996311252,0.0128939897270316,0.00389981324837966,0.00698259095868317,0.172067109502979,0.0013750491153814,0.0087628936041827,0.00752444799640194,59
0.855097739989826,0.03125,0.0860215053763441,0.144011707943565,0.00157095695909096,0.00109853894320554,0.000920259949717755,0.173174200284423,0.00185454745531575,0.00147120280832228,0.000619457769543159,32
0.919064748201439,0.04166666667,0.204301075268817,0.0269177192249218,0.0114713664289878,0.0224101944413929,0.00934490773682463,0.0861010602869435,9.04465166101548e-05,0.00792745716234556,0.0156685430542552,48
0.382421335658746,0.05923721937,0.166666666666667,0.283085832633346,0.0969322529123417,0.123805338899264,0.089179830178834,0.219816024914043,0.000578979985661038,0.0833135354295692,0.104478438326614,7394
0.00174405929801613,0.05371702638,0.182795698924731,0.198810377611196,0.0878100777199392,0.0989234318356586,0.0834305772970922,0.154353656999874,0.00239726996126856,0.0793620588952061,0.114937100191828,2085
0.273744640651115,0.2317073171,0.0806451612903226,0.247510856816453,0.0107290081997468,0.00675601450071405,0.00545514918647123,0.252263685622221,0.00250929722214161,0.00766767548233341,0.00706692945431307,82
0.491061696097667,0.00709219858,0.166666666666667,0.168096126655355,0.00425200164201913,0.00159288146764803,0.00339642331957687,0.0867131104750589,0.000799055760079402,0.00363522057608741,0.00267885908466762,141
0.860148245040331,0.06513409962,0.139784946236559,0.141521314105698,0.0123903452034758,0.0181808195100516,0.0106256818936483,0.17018595524833,0.0018958644771294,0.0125307808746315,0.00555533892148285,261
0.837366470459996,0.01404494382,0.0860215053763441,0.28656083250828,0.0952929934767685,0.104965396023289,0.0668279493382667,0.264846717430829,0.0011229359068373,0.0873117228923943,0.128733167690294,356
0.859130877116489,0.0375,0.241935483870968,0.19567646527797,0.0145222103785268,0.0028562012523344,0.0178834021156492,0.235171284045292,0.00220588131398207,0.0156519897994053,0.0171447360002544,80
